des(0,7058,1982)
(0,"AOPEN",1)
(0,"POPEN",2)
(0,"xAOPEN",3)
(0,"xPOPEN",4)
(1,"AOPEN",5)
(1,"POPEN",6)
(1,"xAOPEN",7)
(1,"xPOPEN",8)
(2,"SEND",1)
(2,"AOPEN",6)
(2,"POPEN",9)
(2,"xAOPEN",10)
(2,"xPOPEN",11)
(3,"AOPEN",7)
(3,"POPEN",10)
(3,"xAOPEN",12)
(3,"xPOPEN",13)
(4,"AOPEN",8)
(4,"POPEN",11)
(4,"xAOPEN",13)
(4,"xPOPEN",14)
(4,"xSEND",15)
(5,"xAOPEN",16)
(5,"xPOPEN",17)
(6,"SEND",5)
(6,"xAOPEN",18)
(6,"xPOPEN",19)
(7,"AOPEN",16)
(7,"POPEN",18)
(7,"rs1",20)
(7,"xAOPEN",21)
(7,"xPOPEN",22)
(8,"AOPEN",17)
(8,"POPEN",19)
(8,"xAOPEN",22)
(8,"xPOPEN",23)
(8,"xSEND",24)
(8,"xrs",25)
(9,"SEND",6)
(9,"xAOPEN",26)
(9,"xPOPEN",27)
(10,"SEND",7)
(10,"AOPEN",18)
(10,"rs",20)
(10,"POPEN",26)
(10,"xAOPEN",28)
(10,"xPOPEN",29)
(11,"SEND",8)
(11,"AOPEN",19)
(11,"POPEN",27)
(11,"xAOPEN",29)
(11,"xPOPEN",30)
(11,"xSEND",31)
(12,"AOPEN",21)
(12,"POPEN",28)
(13,"AOPEN",22)
(13,"POPEN",29)
(13,"xSEND",32)
(14,"AOPEN",23)
(14,"POPEN",30)
(14,"xSEND",33)
(15,"AOPEN",24)
(15,"POPEN",31)
(15,"xAOPEN",32)
(15,"xPOPEN",33)
(16,"rs1",34)
(16,"xAOPEN",35)
(16,"xPOPEN",36)
(17,"xAOPEN",36)
(17,"xPOPEN",37)
(17,"xSEND",38)
(17,"xrs",39)
(18,"SEND",16)
(18,"rs",34)
(18,"rs1",40)
(18,"xAOPEN",41)
(18,"xPOPEN",42)
(19,"SEND",17)
(19,"xAOPEN",42)
(19,"xPOPEN",43)
(19,"xSEND",44)
(19,"xrs",45)
(20,"AOPEN",34)
(20,"POPEN",40)
(20,"xAOPEN",46)
(20,"xPOPEN",47)
(21,"AOPEN",35)
(21,"POPEN",41)
(21,"rs1",46)
(22,"AOPEN",36)
(22,"POPEN",42)
(22,"rs1",47)
(22,"xSEND",48)
(22,"xrs",49)
(23,"AOPEN",37)
(23,"POPEN",43)
(23,"xSEND",50)
(23,"xrs",51)
(24,"xrs1",25)
(24,"AOPEN",38)
(24,"POPEN",44)
(24,"xAOPEN",48)
(24,"xPOPEN",50)
(24,"rs1",52)
(25,"AOPEN",39)
(25,"POPEN",45)
(25,"xAOPEN",49)
(25,"xPOPEN",51)
(25,"rs1",53)
(25,"rsa",54)
(26,"SEND",18)
(26,"rs",40)
(26,"xAOPEN",55)
(26,"xPOPEN",56)
(27,"SEND",19)
(27,"xAOPEN",56)
(27,"xPOPEN",57)
(27,"xSEND",58)
(28,"SEND",21)
(28,"AOPEN",41)
(28,"rs",46)
(28,"POPEN",55)
(29,"SEND",22)
(29,"AOPEN",42)
(29,"rs",47)
(29,"POPEN",56)
(29,"xSEND",59)
(30,"SEND",23)
(30,"AOPEN",43)
(30,"POPEN",57)
(30,"xSEND",60)
(31,"SEND",24)
(31,"AOPEN",44)
(31,"rs",52)
(31,"POPEN",58)
(31,"xAOPEN",59)
(31,"xPOPEN",60)
(32,"AOPEN",48)
(32,"POPEN",59)
(33,"AOPEN",50)
(33,"POPEN",60)
(33,"xSEND",61)
(34,"xAOPEN",62)
(34,"xPOPEN",63)
(35,"rs1",62)
(36,"rs1",63)
(36,"xSEND",64)
(36,"xrs",65)
(37,"xSEND",66)
(37,"xrs",67)
(38,"xrs1",39)
(38,"xAOPEN",64)
(38,"xPOPEN",66)
(38,"rs1",68)
(39,"xAOPEN",65)
(39,"xPOPEN",67)
(39,"rs1",69)
(39,"rsa",70)
(40,"SEND",34)
(40,"xAOPEN",71)
(40,"xPOPEN",72)
(41,"SEND",35)
(41,"rs",62)
(41,"rs1",71)
(42,"SEND",36)
(42,"rs",63)
(42,"rs1",72)
(42,"xSEND",73)
(42,"xrs",74)
(43,"SEND",37)
(43,"xSEND",75)
(43,"xrs",76)
(44,"SEND",38)
(44,"xrs1",45)
(44,"rs",68)
(44,"xAOPEN",73)
(44,"xPOPEN",75)
(44,"rs1",77)
(45,"SEND",39)
(45,"rs",69)
(45,"xAOPEN",74)
(45,"xPOPEN",76)
(45,"rs1",78)
(45,"rsa",79)
(46,"AOPEN",62)
(46,"POPEN",71)
(47,"AOPEN",63)
(47,"POPEN",72)
(47,"xSEND",80)
(47,"xrs",81)
(48,"xrs1",49)
(48,"AOPEN",64)
(48,"POPEN",73)
(48,"rs1",80)
(49,"AOPEN",65)
(49,"POPEN",74)
(49,"rs1",81)
(49,"rsa",82)
(50,"xrs1",51)
(50,"AOPEN",66)
(50,"POPEN",75)
(50,"rs1",83)
(50,"xSEND",84)
(50,"xrs",85)
(51,"AOPEN",67)
(51,"POPEN",76)
(51,"xSEND",85)
(51,"rs1",86)
(51,"rsa",87)
(52,"xrs1",53)
(52,"AOPEN",68)
(52,"POPEN",77)
(52,"xAOPEN",80)
(52,"xPOPEN",83)
(52,"xrsa",88)
(53,"ras",54)
(53,"AOPEN",69)
(53,"POPEN",78)
(53,"xAOPEN",81)
(53,"xPOPEN",86)
(53,"xras",88)
(54,"AOPEN",70)
(54,"POPEN",79)
(54,"xAOPEN",82)
(54,"xPOPEN",87)
(54,"CLOSE2",89)
(54,"xras",90)
(55,"SEND",41)
(55,"rs",71)
(56,"SEND",42)
(56,"rs",72)
(56,"xSEND",91)
(57,"SEND",43)
(57,"xSEND",92)
(58,"SEND",44)
(58,"rs",77)
(58,"xAOPEN",91)
(58,"xPOPEN",92)
(59,"SEND",48)
(59,"AOPEN",73)
(59,"rs",80)
(59,"POPEN",91)
(60,"SEND",50)
(60,"AOPEN",75)
(60,"rs",83)
(60,"POPEN",92)
(60,"xSEND",93)
(61,"AOPEN",84)
(61,"POPEN",93)
(62,"rs1",94)
(63,"xSEND",95)
(63,"xrs",96)
(64,"xrs1",65)
(64,"rs1",95)
(65,"rs1",96)
(65,"rsa",97)
(66,"xrs1",67)
(66,"rs1",98)
(66,"xSEND",99)
(66,"xrs",100)
(67,"xSEND",100)
(67,"rs1",101)
(67,"rsa",102)
(67,"xrs",103)
(68,"xrs1",69)
(68,"xAOPEN",95)
(68,"xPOPEN",98)
(68,"xrsa",104)
(69,"ras",70)
(69,"xAOPEN",96)
(69,"xPOPEN",101)
(69,"xras",104)
(70,"xAOPEN",97)
(70,"xPOPEN",102)
(70,"CLOSE2",105)
(70,"xras",106)
(71,"SEND",62)
(71,"rs",94)
(72,"SEND",63)
(72,"xSEND",107)
(72,"xrs",108)
(73,"SEND",64)
(73,"xrs1",74)
(73,"rs",95)
(73,"rs1",107)
(74,"SEND",65)
(74,"rs",96)
(74,"rs1",108)
(74,"rsa",109)
(75,"SEND",66)
(75,"xrs1",76)
(75,"rs",98)
(75,"rs1",110)
(75,"xSEND",111)
(75,"xrs",112)
(76,"SEND",67)
(76,"rs",101)
(76,"xSEND",112)
(76,"rs1",113)
(76,"rsa",114)
(77,"SEND",68)
(77,"xrs1",78)
(77,"xAOPEN",107)
(77,"xPOPEN",110)
(77,"xrsa",115)
(78,"SEND",69)
(78,"ras",79)
(78,"xAOPEN",108)
(78,"xPOPEN",113)
(78,"xras",115)
(79,"SEND",70)
(79,"xAOPEN",109)
(79,"xPOPEN",114)
(79,"CLOSE2",116)
(79,"xras",117)
(80,"xrs1",81)
(80,"AOPEN",95)
