des(0,374,142)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(1,"P0_1",6)
(1,"P1_0",7)
(1,"P2_0",8)
(1,"P3_0",9)
(2,"P1_TAIL",0)
(2,"P0_0",7)
(2,"P2_0",10)
(2,"P3_0",11)
(2,"P4_0",12)
(3,"P0_0",8)
(3,"P1_0",10)
(3,"P2_1",13)
(3,"P3_0",14)
(3,"P4_0",15)
(4,"P0_0",9)
(4,"P1_0",11)
(4,"P2_0",14)
(4,"P3_1",16)
(4,"P4_0",17)
(5,"P1_0",12)
(5,"P2_0",15)
(5,"P3_0",17)
(5,"P4_1",18)
(6,"P0_TAIL",0)
(6,"P1_0",19)
(6,"P2_0",20)
(6,"P4_0",21)
(7,"P1_TAIL",1)
(7,"P0_1",19)
(7,"P2_0",22)
(7,"P3_0",23)
(8,"P0_1",20)
(8,"P1_0",22)
(8,"P2_1",24)
(8,"P3_0",25)
(9,"P1_0",23)
(9,"P2_0",25)
(9,"P3_1",26)
(10,"P1_TAIL",3)
(10,"P0_0",22)
(10,"P3_0",27)
(10,"P4_0",28)
(11,"P1_TAIL",4)
(11,"P0_0",23)
(11,"P2_0",27)
(11,"P4_0",29)
(12,"P1_TAIL",5)
(12,"P2_0",28)
(12,"P3_0",29)
(12,"P4_1",30)
(13,"P0_0",24)
(13,"P2_2",31)
(13,"P3_0",32)
(13,"P4_0",33)
(14,"P0_0",25)
(14,"P1_0",27)
(14,"P2_1",32)
(14,"P3_1",34)
(14,"P4_0",35)
(15,"P1_0",28)
(15,"P2_1",33)
(15,"P3_0",35)
(16,"P0_0",26)
(16,"P2_0",34)
(16,"P3_2",36)
(16,"P4_0",37)
(17,"P1_0",29)
(17,"P2_0",35)
(17,"P3_1",37)
(17,"P4_1",38)
(18,"P1_0",30)
(18,"P3_0",38)
(18,"P0_0",39)
(18,"P4_2",40)
(19,"P0_TAIL",2)
(19,"P1_TAIL",6)
(19,"P2_0",41)
(19,"P4_0",42)
(20,"P0_TAIL",3)
(20,"P1_0",41)
(20,"P2_1",43)
(20,"P4_0",44)
(21,"P0_TAIL",5)
(21,"P1_0",42)
(21,"P2_0",44)
(21,"P4_1",45)
(22,"P1_TAIL",8)
(22,"P0_1",41)
(22,"P3_0",46)
(23,"P1_TAIL",9)
(23,"P2_0",46)
(24,"P0_1",43)
(24,"P3_0",47)
(25,"P1_0",46)
(25,"P2_1",47)
(25,"P3_1",48)
(26,"P2_0",48)
(26,"P0_1",49)
(26,"P3_2",50)
(27,"P1_TAIL",14)
(27,"P0_0",46)
(27,"P4_0",51)
(28,"P1_TAIL",15)
(28,"P3_0",51)
(29,"P1_TAIL",17)
(29,"P2_0",51)
(29,"P4_1",52)
(30,"P1_TAIL",18)
(30,"P3_0",52)
(30,"P0_0",53)
(31,"P1_0",54)
(31,"P2_3",55)
(31,"P3_0",56)
(32,"P0_0",47)
(32,"P2_2",56)
(32,"P4_0",57)
(33,"P3_0",57)
(34,"P0_0",48)
(34,"P4_0",58)
(35,"P1_0",51)
(35,"P2_1",57)
(35,"P3_1",58)
(36,"P0_0",50)
(36,"P1_0",59)
