des(0,457,198)
(0,"t6",1)
(1,"t10",2)
(2,"t3",3)
(2,"t5",4)
(3,"t16",5)
(3,"t5",6)
(4,"t3",6)
(4,"t21",7)
(5,"t12",8)
(5,"t5",9)
(6,"t16",9)
(6,"t21",10)
(7,"t3",10)
(7,"t17",11)
(8,"t1",12)
(8,"t21",13)
(9,"t21",14)
(10,"t16",14)
(11,"t0",15)
(11,"t16",16)
(12,"t21",17)
(12,"t7",18)
(13,"t1",17)
(13,"t10",19)
(13,"t20",20)
(14,"t10",21)
(14,"t14",22)
(14,"t19",23)
(15,"t16",24)
(15,"t7",25)
(16,"t0",24)
(16,"t10",26)
(16,"t15",27)
(17,"t10",28)
(17,"t7",29)
(18,"t21",29)
(19,"t1",28)
(19,"t18",30)
(19,"t3",31)
(19,"t5",32)
(20,"t2",15)
(20,"t11",30)
(20,"t7",33)
(21,"t12",32)
(21,"t17",34)
(21,"t3",35)
(21,"t5",36)
(22,"t8",32)
(22,"t1",37)
(22,"t20",38)
(22,"t4",39)
(23,"t11",34)
(23,"t15",38)
(23,"t0",40)
(23,"t2",41)
(24,"t10",42)
(24,"t7",43)
(25,"t16",43)
(26,"t3",34)
(26,"t0",42)
(26,"t13",44)
(26,"t5",45)
(27,"t4",12)
(27,"t7",46)
(27,"t8",47)
(28,"t3",48)
(28,"t5",49)
(28,"t7",50)
(29,"t10",50)
(29,"t19",51)
(30,"t7",3)
(30,"t16",52)
(30,"t5",53)
(31,"t1",48)
(31,"t16",54)
(31,"t5",55)
(32,"t1",49)
(32,"t18",53)
(32,"t3",55)
(33,"t11",3)
(33,"t2",25)
(34,"t0",56)
(34,"t13",57)
(34,"t5",58)
(35,"t12",55)
(35,"t5",59)
(36,"t17",58)
(36,"t3",59)
(37,"t8",49)
(37,"t4",60)
(37,"t7",61)
(38,"t9",53)
(38,"t2",62)
(38,"t4",63)
(38,"t7",64)
(39,"t1",60)
(39,"t20",63)
(40,"t11",56)
(40,"t2",65)
(40,"t7",66)
(41,"t15",62)
(41,"t0",65)
(42,"t3",56)
(42,"t5",67)
(42,"t7",68)
(43,"t10",68)
(43,"t14",69)
(44,"t3",57)
(44,"t7",70)
(45,"t3",58)
(45,"t0",67)
(45,"t21",71)
(46,"t8",4)
(46,"t4",18)
(47,"t7",4)
(47,"t3",53)
(47,"t21",72)
(48,"t16",73)
(48,"t5",74)
(48,"t7",75)
(49,"t3",74)
(49,"t7",76)
(50,"t3",75)
(50,"t5",76)
(50,"t17",77)
(51,"t2",11)
(51,"t0",20)
(51,"t11",77)
(52,"t7",5)
(52,"t5",78)
(53,"t7",6)
(53,"t16",78)
(53,"t21",79)
(54,"t1",73)
(54,"t20",80)
(54,"t5",81)
(55,"t1",74)
(55,"t16",81)
(56,"t5",82)
(56,"t7",83)
(57,"t16",84)
(57,"t7",85)
(58,"t0",82)
(58,"t21",86)
(60,"t7",87)
(61,"t8",76)
(61,"t4",87)
(61,"t19",88)
(62,"t4",53)
(62,"t16",89)
(62,"t7",90)
(63,"t2",53)
(63,"t21",91)
(63,"t7",92)
(64,"t9",6)
(64,"t2",90)
(64,"t4",92)
(65,"t7",93)
(66,"t11",83)
(66,"t2",93)
(66,"t14",94)
(67,"t3",82)
(67,"t21",95)
(67,"t7",96)
(68,"t3",83)
(68,"t5",96)
(68,"t12",97)
(69,"t4",8)
(69,"t1",27)
(69,"t8",97)
(70,"t3",85)
(71,"t3",86)
(71,"t0",95)
(71,"t15",98)
(72,"t7",7)
(72,"t3",79)
(73,"t5",99)
(73,"t7",100)
(74,"t16",99)
(74,"t7",101)
(75,"t16",100)
(75,"t5",101)
(76,"t3",101)
(76,"t17",102)
(77,"t0",30)
(77,"t5",102)
(77,"t16",103)
(78,"t7",9)
(78,"t21",104)
(79,"t7",10)
(79,"t16",104)
(80,"t2",56)
(80,"t5",105)
(80,"t7",106)
(81,"t1",99)
(81,"t20",105)
(82,"t21",107)
(82,"t7",108)
(83,"t5",108)
(83,"t12",109)
(84,"t7",110)
(85,"t16",110)
(86,"t0",107)
(86,"t15",111)
(87,"t19",112)
(88,"t0",38)
(88,"t9",102)
(88,"t4",112)
(88,"t2",113)
(89,"t8",67)
(89,"t4",78)
(89,"t7",114)
(90,"t4",6)
(90,"t16",114)
(91,"t11",48)
(91,"t2",79)
(91,"t7",115)
(92,"t2",6)
(92,"t21",115)
(93,"t14",116)
(94,"t1",38)
(94,"t9",109)
(94,"t2",116)
(94,"t4",117)
(95,"t3",107)
(95,"t7",118)
(96,"t3",108)
(96,"t21",118)
(97,"t1",47)
(97,"t3",109)
(97,"t21",119)
(98,"t4",49)
(98,"t3",111)
(98,"t7",120)
(99,"t7",121)
(100,"t12",39)
(100,"t5",121)
(100,"t19",122)
(101,"t16",121)
(102,"t0",53)
(102,"t16",123)
(102,"t21",124)
(103,"t0",52)
(103,"t5",123)
(103,"t13",125)
(104,"t7",14)
(104,"t10",126)
(105,"t2",82)
(105,"t21",127)
(105,"t7",128)
(106,"t2",83)
(106,"t12",117)
(106,"t5",128)
(107,"t7",129)
(108,"t21",129)
(109,"t1",53)
(109,"t16",130)
(109,"t21",131)
(111,"t4",74)
(111,"t16",132)
(111,"t7",133)
(112,"t0",63)
(112,"t2",102)
(112,"t21",134)
(113,"t0",62)
(113,"t4",102)
(113,"t16",135)
(114,"t4",9)
(114,"t8",96)
(115,"t2",10)
(115,"t11",75)
(116,"t1",62)
(116,"t4",109)
(116,"t16",136)
(117,"t1",63)
(117,"t2",109)
(117,"t21",137)
(118,"t17",41)
(118,"t3",129)
(118,"t14",138)
(119,"t18",15)
(119,"t1",72)
(119,"t3",131)
(120,"t4",76)
(120,"t17",113)
(120,"t3",133)
(121,"t19",139)
(122,"t2",34)
(122,"t0",80)
(122,"t5",139)
(122,"t13",140)
(123,"t0",78)
(123,"t21",141)
(124,"t0",79)
(124,"t16",141)
(125,"t7",142)
(126,"t7",21)
(126,"t3",143)
(126,"t5",144)
(127,"t2",107)
(127,"t11",143)
(127,"t7",145)
(128,"t2",108)
(128,"t21",145)
(129,"t14",146)
(130,"t1",78)
(130,"t21",147)
(131,"t1",79)
(131,"t16",147)
(132,"t4",99)
(132,"t8",144)
(132,"t7",148)
(133,"t4",101)
(133,"t16",148)
(134,"t0",91)
(134,"t2",124)
(134,"t11",149)
(135,"t8",45)
(135,"t0",89)
(135,"t4",123)
(136,"t1",89)
(136,"t4",130)
(136,"t8",150)
(137,"t11",31)
(137,"t1",91)
(137,"t2",131)
(138,"t4",32)
(138,"t18",62)
(138,"t1",98)
(138,"t3",146)
(139,"t2",58)
(139,"t0",105)
(139,"t21",151)
(140,"t2",57)
(140,"t7",152)
(141,"t15",37)
(141,"t0",104)
(141,"t10",153)
(143,"t7",35)
(143,"t5",154)
(144,"t7",36)
(144,"t3",154)
(145,"t11",35)
(145,"t2",129)
(145,"t14",155)
(146,"t4",55)
(146,"t1",111)
(146,"t16",156)
(147,"t20",40)
(147,"t1",104)
(147,"t10",157)
(148,"t8",36)
(148,"t4",121)
(148,"t19",158)
(149,"t0",48)
(149,"t16",159)
(149,"t5",160)
(150,"t1",67)
(150,"t21",161)
(150,"t3",162)
(151,"t2",86)
(151,"t0",127)
(151,"t11",163)
(151,"t15",164)
(152,"t2",85)
(153,"t0",126)
(153,"t3",163)
(153,"t13",165)
(153,"t5",166)
(154,"t7",59)
(155,"t9",55)
(155,"t2",146)
(155,"t1",164)
(155,"t4",167)
(156,"t4",81)
(156,"t1",132)
(156,"t20",168)
(156,"t8",169)
(157,"t18",56)
(157,"t1",126)
(157,"t5",169)
(157,"t3",170)
(158,"t9",58)
(158,"t4",139)
(158,"t0",168)
(158,"t2",171)
(159,"t0",73)
(159,"t13",172)
(159,"t5",173)
(160,"t0",74)
(160,"t16",173)
(161,"t18",65)
(161,"t1",95)
(161,"t3",174)
(162,"t1",82)
(162,"t21",174)
(163,"t0",143)
(163,"t13",175)
(163,"t5",176)
(164,"t9",74)
(164,"t2",111)
(164,"t4",177)
(164,"t7",178)
(165,"t3",175)
(165,"t7",179)
(166,"t0",144)
(166,"t3",176)
(167,"t2",55)
