des(0,73073,16016)
(0,"p_start",1)
(1,"p_start",2)
(1,"r_starts",3)
(2,"p_start",4)
(2,"r_starts",5)
(3,"p_start",5)
(3,"p_started",6)
(4,"p_start",7)
(4,"r_starts",8)
(5,"p_start",8)
(5,"p_started",9)
(5,"r_starts",10)
(6,"p_start",9)
(6,"p_intoSC",11)
(6,"p_sop",12)
(7,"p_start",13)
(7,"r_starts",14)
(8,"p_start",14)
(8,"p_started",15)
(8,"r_starts",16)
(9,"p_start",15)
(9,"p_intoSC",17)
(9,"p_sop",18)
(9,"r_starts",19)
(10,"p_start",16)
(10,"p_started",19)
(11,"p_start",17)
(11,"p_move",20)
(12,"r_stops",0)
(12,"p_start",18)
(13,"p_start",21)
(13,"r_starts",22)
(14,"p_start",22)
(14,"p_started",23)
(14,"r_starts",24)
(15,"p_start",23)
(15,"p_intoSC",25)
(15,"p_sop",26)
(15,"r_starts",27)
(16,"p_start",24)
(16,"p_started",27)
(16,"r_starts",28)
(17,"p_start",25)
(17,"p_move",29)
(17,"r_starts",30)
(18,"r_stops",1)
(18,"p_start",26)
(18,"r_starts",31)
(19,"p_start",27)
(19,"p_intoSC",30)
(19,"p_sop",31)
(19,"p_started",32)
(20,"p_start",29)
(20,"r_begin_move",33)
(21,"p_start",34)
(21,"r_starts",35)
(22,"p_start",35)
(22,"p_started",36)
(22,"r_starts",37)
(23,"p_start",36)
(23,"p_intoSC",38)
(23,"p_sop",39)
(23,"r_starts",40)
(24,"p_start",37)
(24,"p_started",40)
(24,"r_starts",41)
(25,"p_start",38)
(25,"p_move",42)
(25,"r_starts",43)
(26,"r_stops",2)
(26,"p_start",39)
(26,"r_starts",44)
(27,"p_start",40)
(27,"p_intoSC",43)
(27,"p_sop",44)
(27,"p_started",45)
(27,"r_starts",46)
(28,"p_start",41)
(28,"p_started",46)
(29,"p_start",42)
(29,"r_begin_move",47)
(29,"r_starts",48)
(30,"p_start",43)
(30,"p_move",48)
(30,"p_started",49)
(31,"r_stops",3)
(31,"p_start",44)
(31,"p_started",50)
(32,"p_start",45)
(32,"p_intoSC",49)
(32,"p_sop",50)
(33,"p_start",47)
(33,"r_end_move",51)
(34,"r_starts",52)
(35,"p_start",52)
(35,"p_started",53)
(35,"r_starts",54)
(36,"p_start",53)
(36,"p_intoSC",55)
(36,"p_sop",56)
(36,"r_starts",57)
(37,"p_start",54)
(37,"p_started",57)
(37,"r_starts",58)
(38,"p_start",55)
(38,"p_move",59)
(38,"r_starts",60)
(39,"r_stops",4)
(39,"p_start",56)
(39,"r_starts",61)
(40,"p_start",57)
(40,"p_intoSC",60)
(40,"p_sop",61)
(40,"p_started",62)
(40,"r_starts",63)
(41,"p_start",58)
(41,"p_started",63)
(41,"r_starts",64)
(42,"p_start",59)
(42,"r_begin_move",65)
(42,"r_starts",66)
(43,"p_start",60)
(43,"p_move",66)
(43,"p_started",67)
(43,"r_starts",68)
(44,"r_stops",5)
(44,"p_start",61)
(44,"p_started",69)
(44,"r_starts",70)
(45,"p_start",62)
(45,"p_intoSC",67)
(45,"p_sop",69)
(45,"r_starts",71)
(46,"p_start",63)
(46,"p_intoSC",68)
(46,"p_sop",70)
(46,"p_started",71)
(47,"p_start",65)
(47,"r_end_move",72)
(47,"r_starts",73)
(48,"p_start",66)
(48,"r_begin_move",73)
(48,"p_started",74)
(49,"p_start",67)
(49,"p_move",74)
(49,"p_intoSC",75)
(49,"p_sop",76)
(50,"r_stops",6)
(50,"p_start",69)
(50,"p_intoSC",76)
(50,"p_sop",77)
(51,"p_start",72)
(51,"p_moved",78)
(52,"p_started",79)
(52,"r_starts",80)
(53,"p_start",79)
(53,"p_intoSC",81)
(53,"p_sop",82)
(53,"r_starts",83)
(54,"p_start",80)
(54,"p_started",83)
(54,"r_starts",84)
(55,"p_start",81)
(55,"p_move",85)
(55,"r_starts",86)
(56,"r_stops",7)
(56,"p_start",82)
(56,"r_starts",87)
(57,"p_start",83)
(57,"p_intoSC",86)
(57,"p_sop",87)
(57,"p_started",88)
(57,"r_starts",89)
(58,"p_start",84)
(58,"p_started",89)
(58,"r_starts",90)
(59,"p_start",85)
(59,"r_begin_move",91)
(59,"r_starts",92)
(60,"p_start",86)
(60,"p_move",92)
(60,"p_started",93)
(60,"r_starts",94)
(61,"r_stops",8)
(61,"p_start",87)
(61,"p_started",95)
(61,"r_starts",96)
(62,"p_start",88)
(62,"p_intoSC",93)
(62,"p_sop",95)
(62,"r_starts",97)
(63,"p_start",89)
(63,"p_intoSC",94)
(63,"p_sop",96)
(63,"p_started",97)
(63,"r_starts",98)
(64,"p_start",90)
(64,"p_started",98)
(65,"p_start",91)
(65,"r_end_move",99)
(65,"r_starts",100)
(66,"p_start",92)
(66,"r_begin_move",100)
(66,"p_started",101)
(66,"r_starts",102)
(67,"p_start",93)
(67,"p_move",101)
(67,"p_intoSC",103)
(67,"p_sop",104)
(67,"r_starts",105)
(68,"p_start",94)
(68,"p_move",102)
(68,"p_started",105)
(69,"r_stops",9)
(69,"p_start",95)
(69,"p_intoSC",104)
(69,"p_sop",106)
(69,"r_starts",107)
(70,"r_stops",10)
(70,"p_start",96)
(70,"p_started",107)
(71,"p_start",97)
(71,"p_intoSC",105)
(71,"p_sop",107)
(71,"p_started",108)
(72,"p_start",99)
(72,"p_moved",109)
(72,"r_starts",110)
(73,"p_start",100)
(73,"r_end_move",110)
(73,"p_started",111)
(74,"p_start",101)
(74,"r_begin_move",111)
(74,"p_intoSC",112)
(74,"p_sop",113)
(75,"p_start",103)
(75,"p_move",112)
(76,"r_stops",11)
(76,"p_start",104)
(76,"p_move",113)
(77,"r_stops",12)
(77,"p_start",106)
(78,"p_start",109)
(78,"p_relSC",114)
(79,"p_intoSC",115)
(79,"p_sop",116)
(79,"r_starts",117)
(80,"p_started",117)
(80,"r_starts",118)
(81,"p_start",115)
(81,"p_move",119)
(81,"r_starts",120)
(82,"r_stops",13)
(82,"p_start",116)
(82,"r_starts",121)
(83,"p_start",117)
(83,"p_intoSC",120)
(83,"p_sop",121)
(83,"p_started",122)
(83,"r_starts",123)
(84,"p_start",118)
(84,"p_started",123)
(84,"r_starts",124)
(85,"p_start",119)
(85,"r_begin_move",125)
(85,"r_starts",126)
(86,"p_start",120)
(86,"p_move",126)
(86,"p_started",127)
(86,"r_starts",128)
(87,"r_stops",14)
(87,"p_start",121)
(87,"p_started",129)
(87,"r_starts",130)
(88,"p_start",122)
(88,"p_intoSC",127)
(88,"p_sop",129)
(88,"r_starts",131)
(89,"p_start",123)
(89,"p_intoSC",128)
(89,"p_sop",130)
(89,"p_started",131)
(89,"r_starts",132)
(90,"p_start",124)
(90,"p_started",132)
(90,"r_starts",133)
(91,"p_start",125)
(91,"r_end_move",134)
(91,"r_starts",135)
(92,"p_start",126)
(92,"r_begin_move",135)
(92,"p_started",136)
(92,"r_starts",137)
(93,"p_start",127)
(93,"p_move",136)
(93,"p_intoSC",138)
(93,"p_sop",139)
(93,"r_starts",140)
(94,"p_start",128)
(94,"p_move",137)
(94,"p_started",140)
(94,"r_starts",141)
(95,"r_stops",15)
(95,"p_start",129)
(95,"p_intoSC",139)
(95,"p_sop",142)
(95,"r_starts",143)
(96,"r_stops",16)
(96,"p_start",130)
(96,"p_started",143)
(96,"r_starts",144)
(97,"p_start",131)
(97,"p_intoSC",140)
(97,"p_sop",143)
(97,"p_started",145)
(97,"r_starts",146)
(98,"p_start",132)
(98,"p_intoSC",141)
(98,"p_sop",144)
(98,"p_started",146)
(99,"p_start",134)
(99,"p_moved",147)
(99,"r_starts",148)
(100,"p_start",135)
(100,"r_end_move",148)
(100,"p_started",149)
(100,"r_starts",150)
(101,"p_start",136)
(101,"r_begin_move",149)
(101,"p_intoSC",151)
(101,"p_sop",152)
(101,"r_starts",153)
(102,"p_start",137)
(102,"r_begin_move",150)
(102,"p_started",153)
(103,"p_start",138)
(103,"p_move",151)
(103,"r_starts",154)
(104,"r_stops",17)
(104,"p_start",139)
(104,"p_move",152)
(104,"r_starts",155)
(105,"p_start",140)
(105,"p_move",153)
(105,"p_intoSC",154)
(105,"p_sop",155)
(105,"p_started",156)
