des(0,57287,12573)
(0,"t6",1)
(1,"t10",2)
(1,"t6",3)
(2,"t3",4)
(2,"t5",5)
(2,"t6",6)
(3,"t10",6)
(4,"t16",7)
(4,"t5",8)
(4,"t6",9)
(5,"t3",8)
(5,"t21",10)
(5,"t6",11)
(6,"t3",9)
(6,"t5",11)
(6,"t10",12)
(7,"t12",13)
(7,"t5",14)
(7,"t6",15)
(8,"t16",14)
(8,"t21",16)
(8,"t6",17)
(9,"t16",15)
(9,"t5",17)
(9,"t10",18)
(10,"t3",16)
(10,"t17",19)
(10,"t6",20)
(11,"t3",17)
(11,"t21",20)
(11,"t10",21)
(12,"t3",18)
(12,"t5",21)
(13,"t1",22)
(13,"t21",23)
(13,"t6",24)
(14,"t21",25)
(14,"t6",26)
(15,"t12",24)
(15,"t5",26)
(15,"t10",27)
(15,"t14",28)
(16,"t16",25)
(16,"t6",29)
(17,"t16",26)
(17,"t21",29)
(17,"t10",30)
(18,"t16",27)
(18,"t5",30)
(18,"t3",31)
(19,"t0",32)
(19,"t16",33)
(19,"t6",34)
(20,"t3",29)
(20,"t17",34)
(20,"t10",35)
(20,"t19",36)
(21,"t3",30)
(21,"t21",35)
(21,"t5",37)
(22,"t21",38)
(22,"t6",39)
(22,"t7",40)
(23,"t1",38)
(23,"t10",41)
(23,"t20",42)
(23,"t6",43)
(24,"t1",39)
(24,"t21",43)
(24,"t10",44)
(25,"t10",45)
(25,"t14",46)
(25,"t19",47)
(25,"t6",48)
(26,"t21",48)
(26,"t10",49)
(26,"t14",50)
(27,"t12",44)
(27,"t5",49)
(27,"t3",51)
(28,"t8",44)
(28,"t5",50)
(28,"t1",52)
(28,"t4",53)
(29,"t16",48)
(29,"t10",54)
(29,"t19",55)
(30,"t16",49)
(30,"t21",54)
(30,"t3",56)
(30,"t5",57)
(31,"t16",51)
(31,"t5",56)
(32,"t16",58)
(32,"t6",59)
(32,"t7",60)
(33,"t0",58)
(33,"t10",61)
(33,"t15",62)
(33,"t6",63)
(34,"t0",59)
(34,"t16",63)
(34,"t10",64)
(35,"t3",54)
(35,"t17",64)
(35,"t5",65)
(36,"t3",55)
(36,"t11",64)
(36,"t0",66)
(36,"t2",67)
(37,"t3",57)
(37,"t21",65)
(38,"t10",68)
(38,"t6",69)
(38,"t7",70)
(39,"t21",69)
(39,"t10",71)
(39,"t7",72)
(40,"t21",70)
(40,"t6",72)
(41,"t1",68)
(41,"t18",73)
(41,"t3",74)
(41,"t5",75)
(41,"t6",76)
(42,"t2",32)
(42,"t11",73)
(42,"t6",77)
(42,"t7",78)
(43,"t1",69)
(43,"t10",76)
(43,"t20",77)
(43,"t19",79)
(44,"t1",71)
(44,"t21",76)
(44,"t3",80)
(44,"t5",81)
(45,"t12",75)
(45,"t17",82)
(45,"t3",83)
(45,"t5",84)
(45,"t6",85)
(46,"t8",75)
(46,"t1",86)
(46,"t20",87)
(46,"t4",88)
(46,"t6",89)
(47,"t11",82)
(47,"t15",87)
(47,"t0",90)
(47,"t2",91)
(47,"t6",92)
(48,"t10",85)
(48,"t14",89)
(48,"t19",92)
(49,"t12",81)
(49,"t21",85)
(49,"t3",93)
(49,"t5",94)
(50,"t8",81)
(50,"t21",89)
(50,"t1",95)
(50,"t4",96)
(51,"t12",80)
(51,"t5",93)
(51,"t16",97)
(52,"t8",71)
(52,"t5",95)
(52,"t4",98)
(52,"t7",99)
(53,"t5",96)
(53,"t1",98)
(53,"t21",100)
(54,"t16",85)
(54,"t17",101)
(54,"t3",102)
(54,"t5",103)
(55,"t16",92)
(55,"t11",101)
(55,"t0",104)
(55,"t2",105)
(56,"t16",93)
(56,"t21",102)
(56,"t5",106)
(57,"t16",94)
(57,"t21",103)
(57,"t3",106)
(58,"t10",107)
(58,"t6",108)
(58,"t7",109)
(59,"t16",108)
(59,"t10",110)
(59,"t7",111)
(60,"t16",109)
(60,"t6",111)
(61,"t3",82)
(61,"t0",107)
(61,"t13",112)
(61,"t5",113)
(61,"t6",114)
(62,"t4",22)
(62,"t6",115)
(62,"t7",116)
(62,"t8",117)
(63,"t0",108)
(63,"t10",114)
(63,"t15",115)
(63,"t14",118)
(64,"t3",101)
(64,"t0",110)
(64,"t16",114)
(64,"t5",119)
(65,"t3",103)
(65,"t17",119)
(65,"t21",120)
(66,"t3",104)
(66,"t11",110)
(66,"t2",121)
(66,"t7",122)
(67,"t3",105)
(67,"t0",121)
(67,"t16",123)
(68,"t3",124)
(68,"t5",125)
(68,"t6",126)
(68,"t7",127)
(69,"t10",126)
(69,"t19",128)
(69,"t7",129)
(70,"t10",127)
(70,"t6",129)
(70,"t19",130)
(71,"t21",126)
(71,"t3",131)
(71,"t5",132)
(71,"t7",133)
(72,"t21",129)
(72,"t10",133)
(73,"t7",4)
(73,"t16",134)
(73,"t5",135)
(73,"t6",136)
(74,"t1",124)
(74,"t16",137)
(74,"t5",138)
(74,"t6",139)
(75,"t1",125)
(75,"t18",135)
(75,"t3",138)
(75,"t6",140)
(76,"t1",126)
(76,"t18",136)
(76,"t3",139)
(76,"t5",140)
(76,"t10",141)
(76,"t17",142)
(76,"t19",143)
(76,"t20",144)
(77,"t2",59)
(77,"t11",136)
(77,"t10",144)
(77,"t7",145)
(78,"t11",4)
(78,"t2",60)
(78,"t6",145)
(79,"t1",128)
(79,"t11",142)
(79,"t10",143)
(79,"t0",146)
(79,"t2",147)
(80,"t1",131)
(80,"t21",139)
(80,"t16",148)
(80,"t5",149)
(81,"t1",132)
(81,"t21",140)
(81,"t3",149)
(82,"t0",150)
(82,"t13",151)
(82,"t5",152)
(82,"t6",153)
(83,"t12",138)
(83,"t5",154)
(83,"t6",155)
(84,"t17",152)
(84,"t3",154)
(84,"t6",156)
(85,"t12",140)
(85,"t17",153)
(85,"t3",155)
(85,"t5",156)
(85,"t10",157)
(85,"t14",158)
(85,"t19",159)
(86,"t8",125)
(86,"t4",160)
(86,"t6",161)
(86,"t7",162)
(87,"t9",135)
(87,"t2",163)
(87,"t4",164)
(87,"t6",165)
(87,"t7",166)
(88,"t1",160)
(88,"t20",164)
(88,"t6",167)
(89,"t8",140)
(89,"t10",158)
(89,"t1",161)
(89,"t20",165)
(89,"t4",167)
(89,"t19",168)
(90,"t11",150)
(90,"t2",169)
(90,"t6",170)
(90,"t7",171)
(91,"t15",163)
(91,"t0",169)
(91,"t6",172)
(92,"t11",153)
(92,"t10",159)
(92,"t15",165)
(92,"t14",168)
(92,"t0",170)
(92,"t2",172)
(93,"t12",149)
(93,"t21",155)
(93,"t16",173)
(93,"t5",174)
(94,"t21",156)
(94,"t3",174)
(95,"t8",132)
(95,"t21",161)
(95,"t4",175)
(95,"t7",176)
(96,"t21",167)
(96,"t1",175)
(97,"t12",148)
(97,"t5",173)
(98,"t5",175)
(98,"t21",177)
(98,"t7",178)
(99,"t8",133)
(99,"t5",176)
(99,"t4",178)
(100,"t5",167)
(100,"t1",177)
(100,"t10",179)
(100,"t19",180)
(100,"t20",181)
(101,"t16",153)
(101,"t0",182)
(101,"t5",183)
(102,"t16",155)
(102,"t5",184)
(103,"t16",156)
(103,"t17",183)
(103,"t3",184)
(103,"t21",185)
(104,"t16",170)
(104,"t11",182)
(104,"t2",186)
(104,"t7",187)
(105,"t16",172)
(105,"t0",186)
(106,"t16",174)
(106,"t21",184)
(107,"t3",150)
(107,"t5",188)
(107,"t6",189)
(107,"t7",190)
(108,"t10",189)
(108,"t14",191)
(108,"t7",192)
(109,"t10",190)
(109,"t6",192)
(109,"t14",193)
(110,"t3",182)
(110,"t16",189)
(110,"t5",194)
(110,"t7",195)
(111,"t16",192)
(111,"t10",195)
(112,"t3",151)
(112,"t6",196)
(112,"t7",197)
(113,"t3",152)
(113,"t0",188)
(113,"t21",198)
(113,"t6",199)
(114,"t3",153)
(114,"t0",189)
(114,"t13",196)
(114,"t5",199)
(114,"t10",200)
(114,"t12",201)
(114,"t14",202)
(114,"t15",203)
(115,"t4",39)
(115,"t10",203)
(115,"t7",204)
(115,"t8",205)
(116,"t8",5)
(116,"t4",40)
(116,"t6",204)
(117,"t7",5)
(117,"t3",135)
(117,"t6",205)
