des(0,867,383)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(0,"P5_0",6)
(1,"P0_1",7)
(2,"P1_1",8)
(3,"P2_TAIL",0)
(4,"P3_1",9)
(5,"P4_1",10)
(6,"P5_1",11)
(7,"P0_2",12)
(8,"P0_0",13)
(8,"P1_2",14)
(8,"P2_0",15)
(8,"P3_0",16)
(8,"P4_0",17)
(8,"P5_0",18)
(9,"P0_0",19)
(9,"P1_0",20)
(9,"P2_0",21)
(9,"P3_2",22)
(9,"P4_0",23)
(9,"P5_0",24)
(10,"P0_0",25)
(10,"P1_0",26)
(10,"P2_0",27)
(10,"P3_0",28)
(10,"P4_2",29)
(10,"P5_0",30)
(11,"P0_0",31)
(11,"P1_0",32)
(11,"P2_0",33)
(11,"P3_0",34)
(11,"P4_0",35)
(11,"P5_2",36)
(12,"P0_3",37)
(13,"P1_2",38)
(14,"P0_0",38)
(14,"P1_3",39)
(14,"P2_0",40)
(14,"P3_0",41)
(14,"P4_0",42)
(14,"P5_0",43)
(15,"P2_TAIL",8)
(15,"P1_2",40)
(16,"P1_2",41)
(17,"P1_2",42)
(18,"P1_2",43)
(19,"P3_2",44)
(20,"P3_2",45)
(21,"P2_TAIL",9)
(21,"P3_2",46)
(22,"P0_0",44)
(22,"P1_0",45)
(22,"P2_0",46)
(22,"P3_3",47)
(22,"P4_0",48)
(22,"P5_0",49)
(23,"P3_2",48)
(24,"P3_2",49)
(25,"P4_2",50)
(26,"P4_2",51)
(27,"P2_TAIL",10)
(27,"P4_2",52)
(28,"P4_2",53)
(29,"P0_0",50)
(29,"P1_0",51)
(29,"P2_0",52)
(29,"P3_0",53)
(29,"P4_3",54)
(29,"P5_0",55)
(30,"P4_2",55)
(31,"P5_2",56)
(32,"P5_2",57)
(33,"P2_TAIL",11)
(33,"P5_2",58)
(34,"P5_2",59)
(35,"P5_2",60)
(36,"P0_0",56)
(36,"P1_0",57)
(36,"P2_0",58)
(36,"P3_0",59)
(36,"P4_0",60)
(36,"P5_3",61)
(37,"P0_TAIL",62)
(38,"P0_1",63)
(38,"P1_3",64)
(39,"P1_TAIL",0)
(39,"P0_0",64)
(39,"P2_0",65)
(39,"P3_0",66)
(39,"P4_0",67)
(39,"P5_0",68)
(40,"P2_TAIL",14)
(40,"P1_3",65)
(41,"P1_3",66)
(41,"P3_1",69)
(42,"P1_3",67)
(42,"P4_1",70)
(43,"P1_3",68)
(43,"P5_1",71)
(44,"P0_1",72)
(44,"P3_3",73)
(45,"P1_1",74)
(45,"P3_3",75)
(46,"P2_TAIL",22)
(46,"P3_3",76)
(47,"P3_TAIL",0)
(47,"P0_0",73)
(47,"P1_0",75)
(47,"P2_0",76)
(47,"P4_0",77)
(47,"P5_0",78)
(48,"P3_3",77)
(48,"P4_1",79)
(49,"P3_3",78)
(49,"P5_1",80)
(50,"P0_1",81)
(50,"P4_3",82)
(51,"P1_1",83)
(51,"P4_3",84)
(52,"P2_TAIL",29)
(52,"P4_3",85)
(53,"P3_1",86)
(53,"P4_3",87)
(54,"P4_TAIL",0)
(54,"P0_0",82)
(54,"P1_0",84)
