des(0,57576,12625)
(0,"t6",1)
(1,"t10",2)
(1,"t6",3)
(2,"t3",4)
(2,"t5",5)
(2,"t6",6)
(3,"t10",6)
(4,"t5",7)
(4,"t6",8)
(5,"t3",7)
(5,"t21",9)
(5,"t6",10)
(6,"t3",8)
(6,"t5",10)
(6,"t10",11)
(7,"t21",12)
(7,"t6",13)
(8,"t5",13)
(8,"t10",14)
(9,"t3",12)
(9,"t17",15)
(9,"t6",16)
(10,"t3",13)
(10,"t21",16)
(10,"t10",17)
(11,"t3",14)
(11,"t5",17)
(12,"t6",18)
(13,"t21",18)
(13,"t10",19)
(14,"t5",19)
(14,"t3",20)
(15,"t0",21)
(15,"t16",22)
(15,"t6",23)
(16,"t3",18)
(16,"t17",23)
(16,"t10",24)
(16,"t19",25)
(17,"t3",19)
(17,"t21",24)
(17,"t5",26)
(18,"t10",27)
(18,"t19",28)
(19,"t21",27)
(19,"t3",29)
(19,"t5",30)
(20,"t5",29)
(21,"t16",31)
(21,"t6",32)
(21,"t7",33)
(22,"t0",31)
(22,"t10",34)
(22,"t15",35)
(22,"t6",36)
(23,"t0",32)
(23,"t16",36)
(23,"t10",37)
(24,"t3",27)
(24,"t17",37)
(24,"t5",38)
(25,"t3",28)
(25,"t11",37)
(25,"t0",39)
(25,"t2",40)
(26,"t3",30)
(26,"t21",38)
(27,"t17",41)
(27,"t3",42)
(27,"t5",43)
(28,"t11",41)
(28,"t0",44)
(28,"t2",45)
(29,"t21",42)
(29,"t5",46)
(30,"t21",43)
(30,"t3",46)
(31,"t10",47)
(31,"t6",48)
(31,"t7",49)
(32,"t16",48)
(32,"t10",50)
(32,"t7",51)
(33,"t16",49)
(33,"t6",51)
(34,"t0",47)
(34,"t13",52)
(34,"t3",53)
(34,"t5",54)
(34,"t6",55)
(35,"t8",52)
(35,"t4",56)
(35,"t6",57)
(35,"t7",58)
(36,"t0",48)
(36,"t10",55)
(36,"t15",57)
(36,"t14",59)
(37,"t3",41)
(37,"t0",50)
(37,"t16",55)
(37,"t5",60)
(38,"t3",43)
(38,"t17",60)
(38,"t21",61)
(39,"t3",44)
(39,"t11",50)
(39,"t2",62)
(39,"t7",63)
(40,"t3",45)
(40,"t0",62)
(40,"t16",64)
(41,"t0",65)
(41,"t16",66)
(41,"t5",67)
(42,"t5",68)
(43,"t17",67)
(43,"t3",68)
(43,"t21",69)
(44,"t11",65)
(44,"t2",70)
(44,"t7",71)
(45,"t0",70)
(45,"t16",72)
(46,"t21",68)
(47,"t3",73)
(47,"t5",74)
(47,"t6",75)
(47,"t7",76)
(48,"t10",75)
(48,"t14",77)
(48,"t7",78)
(49,"t10",76)
(49,"t6",78)
(49,"t14",79)
(50,"t3",65)
(50,"t16",75)
(50,"t5",80)
(50,"t7",81)
(51,"t16",78)
(51,"t10",81)
(52,"t7",5)
(52,"t21",82)
(52,"t3",83)
(52,"t6",84)
(53,"t6",66)
(53,"t0",73)
(53,"t13",83)
(53,"t5",85)
(54,"t0",74)
(54,"t3",85)
(54,"t21",86)
(54,"t6",87)
(55,"t3",66)
(55,"t0",75)
(55,"t13",84)
(55,"t5",87)
(55,"t10",88)
(55,"t12",89)
(55,"t14",90)
(55,"t15",91)
(56,"t21",92)
(56,"t6",93)
(56,"t7",94)
(57,"t8",84)
(57,"t10",91)
(57,"t4",93)
(57,"t7",95)
(58,"t8",5)
(58,"t4",94)
(58,"t6",95)
(59,"t0",77)
(59,"t8",89)
(59,"t10",90)
(59,"t1",96)
(59,"t4",97)
(60,"t3",67)
(60,"t0",80)
(60,"t16",87)
(60,"t21",98)
(61,"t3",69)
(61,"t17",98)
(62,"t3",70)
(62,"t16",99)
(62,"t7",100)
(63,"t3",71)
(63,"t11",81)
(63,"t2",100)
(64,"t3",72)
(64,"t0",99)
(64,"t10",101)
(64,"t14",102)
(64,"t15",103)
(65,"t16",104)
(65,"t5",105)
(65,"t7",106)
(66,"t0",104)
(66,"t10",107)
(66,"t12",108)
(66,"t13",109)
(66,"t14",110)
(66,"t15",111)
(66,"t5",112)
(67,"t0",105)
(67,"t16",112)
(67,"t21",113)
(68,"t21",114)
(69,"t17",113)
(69,"t3",114)
(70,"t16",115)
(70,"t7",116)
(71,"t11",106)
(71,"t2",116)
(72,"t0",115)
(72,"t10",117)
(72,"t14",118)
(72,"t15",119)
(73,"t6",104)
(73,"t5",120)
(73,"t7",121)
(74,"t3",120)
(74,"t21",122)
(74,"t6",123)
(74,"t7",124)
(75,"t3",104)
(75,"t5",123)
(75,"t10",125)
(75,"t12",126)
(75,"t14",127)
(75,"t7",128)
(76,"t3",121)
(76,"t5",124)
(76,"t6",128)
(76,"t12",129)
(77,"t8",126)
(77,"t10",127)
(77,"t1",130)
(77,"t4",131)
(77,"t7",132)
(78,"t10",128)
(78,"t14",132)
(79,"t1",35)
(79,"t8",129)
(79,"t6",132)
(79,"t4",133)
(80,"t3",105)
(80,"t16",123)
(80,"t21",134)
(80,"t7",135)
(81,"t3",106)
(81,"t16",128)
(81,"t5",135)
(82,"t7",9)
(82,"t3",136)
(82,"t6",137)
(83,"t7",7)
(83,"t6",109)
(83,"t21",136)
(84,"t7",10)
(84,"t3",109)
(84,"t21",137)
(84,"t10",138)
(85,"t6",112)
(85,"t0",120)
(85,"t21",139)
(86,"t0",122)
(86,"t3",139)
(86,"t15",140)
(86,"t6",141)
(87,"t3",112)
(87,"t0",123)
(87,"t21",141)
(87,"t10",142)
(87,"t14",143)
(87,"t15",144)
(88,"t3",107)
(88,"t0",125)
(88,"t13",138)
(88,"t5",142)
(88,"t12",145)
(89,"t3",108)
(89,"t0",126)
(89,"t10",145)
(89,"t1",146)
(89,"t21",147)
(90,"t3",110)
(90,"t0",127)
(90,"t5",143)
(90,"t8",145)
(90,"t1",148)
(90,"t4",149)
(91,"t3",111)
(91,"t8",138)
(91,"t5",144)
(91,"t4",150)
(91,"t7",151)
(92,"t10",152)
(92,"t6",153)
(92,"t7",154)
(93,"t10",150)
(93,"t21",153)
(93,"t7",155)
(94,"t21",154)
(94,"t6",155)
(95,"t8",10)
(95,"t10",151)
(95,"t4",155)
(96,"t0",130)
(96,"t8",146)
(96,"t10",148)
(96,"t4",156)
(96,"t7",157)
(97,"t0",131)
(97,"t10",149)
(97,"t1",156)
(97,"t21",158)
(98,"t3",113)
(98,"t0",134)
(98,"t16",141)
(98,"t17",159)
(99,"t3",115)
(99,"t10",160)
(99,"t14",161)
(99,"t7",162)
(100,"t3",116)
(100,"t16",162)
(101,"t3",117)
(101,"t0",160)
(101,"t12",163)
(101,"t13",164)
(101,"t14",165)
(101,"t15",166)
(101,"t5",167)
(102,"t4",89)
(102,"t3",118)
(102,"t0",161)
(102,"t8",163)
(102,"t10",165)
(102,"t1",168)
(103,"t4",84)
(103,"t3",119)
(103,"t8",164)
(103,"t10",166)
(103,"t7",169)
(104,"t10",170)
(104,"t12",171)
(104,"t14",172)
(104,"t5",173)
(104,"t7",174)
(105,"t16",173)
(105,"t21",175)
(105,"t7",176)
(106,"t16",174)
(106,"t5",176)
(107,"t0",170)
(107,"t12",177)
(107,"t13",178)
(107,"t3",179)
(107,"t5",180)
(108,"t0",171)
(108,"t10",177)
(108,"t1",181)
(108,"t21",182)
(109,"t7",13)
(109,"t10",178)
(109,"t21",183)
(110,"t0",172)
(110,"t8",177)
(110,"t1",184)
(110,"t4",185)
(110,"t5",186)
(111,"t8",178)
(111,"t4",187)
(111,"t5",188)
(111,"t7",189)
(112,"t0",173)
(112,"t10",180)
(112,"t14",186)
(112,"t15",188)
(112,"t21",190)
(113,"t0",175)
(113,"t16",190)
(115,"t10",191)
(115,"t14",192)
(115,"t7",193)
(116,"t16",193)
(117,"t0",191)
(117,"t12",194)
(117,"t13",195)
(117,"t14",196)
(117,"t15",197)
(117,"t3",198)
(117,"t5",199)
(118,"t4",108)
(118,"t0",192)
(118,"t8",194)
(118,"t10",196)
(118,"t1",200)
(119,"t4",109)
(119,"t8",195)
(119,"t10",197)
(119,"t7",201)
(120,"t6",173)
(120,"t21",202)
(120,"t7",203)
(121,"t6",174)
(121,"t5",203)
(121,"t12",204)
