des(0,127,55)
(0,"C_submit_order",1)
(1,"C_submit_order",2)
(1,"P_receive_order",3)
(2,"P_receive_order",4)
(3,"C_submit_order",4)
(3,"P_reject_order",5)
(3,"C_cancel_order",5)
(3,"C_pay_order",6)
(3,"P_receive_order",7)
(4,"P_reject_order",8)
(4,"C_cancel_order",8)
(4,"C_pay_order",9)
(4,"P_receive_order",10)
(5,"C_submit_order",8)
(5,"P_receive_order",11)
(6,"C_submit_order",9)
(6,"C_hire_purchase",12)
(6,"C_full_payment",12)
(7,"C_submit_order",10)
(7,"P_reject_order",11)
(7,"C_cancel_order",11)
(7,"C_pay_order",13)
(8,"P_receive_order",14)
(9,"C_hire_purchase",15)
(9,"C_full_payment",15)
(9,"P_receive_order",16)
(10,"P_reject_order",14)
(10,"C_cancel_order",14)
(10,"C_pay_order",16)
(11,"C_submit_order",14)
(11,"P_reject_order",17)
(11,"C_cancel_order",17)
(11,"C_pay_order",18)
(12,"C_submit_order",15)
(12,"P_receive_payment",19)
(13,"C_submit_order",16)
(13,"P_reject_order",18)
(13,"C_cancel_order",18)
(13,"C_hire_purchase",20)
(13,"C_full_payment",20)
(14,"P_reject_order",21)
(14,"C_cancel_order",21)
(14,"C_pay_order",22)
(15,"P_receive_order",23)
(15,"P_receive_payment",24)
(16,"P_reject_order",22)
(16,"C_cancel_order",22)
(16,"C_hire_purchase",23)
(16,"C_full_payment",23)
(16,"C_pay_order",25)
(17,"C_submit_order",21)
(18,"C_submit_order",22)
(18,"C_hire_purchase",26)
(18,"C_full_payment",26)
(19,"C_submit_order",24)
(19,"S_deliver_goods",27)
(20,"C_submit_order",23)
(20,"P_reject_order",26)
(20,"C_cancel_order",26)
(20,"P_receive_payment",28)
(22,"C_hire_purchase",29)
(22,"C_full_payment",29)
(23,"P_reject_order",29)
(23,"C_cancel_order",29)
(23,"C_pay_order",30)
(23,"P_receive_payment",31)
(24,"P_receive_order",31)
(24,"S_deliver_goods",32)
(25,"C_hire_purchase",30)
(25,"C_full_payment",30)
(26,"C_submit_order",29)
(26,"P_receive_payment",33)
(27,"C_submit_order",32)
(27,"S_deliver_goods",34)
(28,"C_submit_order",31)
(28,"P_reject_order",33)
(28,"C_cancel_order",33)
(28,"S_deliver_goods",35)
(29,"P_receive_payment",36)
(30,"C_hire_purchase",37)
(30,"C_full_payment",37)
(30,"P_receive_payment",38)
(31,"P_reject_order",36)
(31,"C_cancel_order",36)
(31,"C_pay_order",38)
(31,"S_deliver_goods",39)
(32,"P_receive_order",39)
(32,"S_deliver_goods",40)
(33,"C_submit_order",36)
(33,"S_deliver_goods",41)
(34,"C_submit_order",40)
(35,"C_submit_order",39)
(35,"P_reject_order",41)
(35,"C_cancel_order",41)
(35,"S_deliver_goods",42)
(36,"S_deliver_goods",43)
(37,"P_receive_payment",44)
(38,"C_hire_purchase",44)
(38,"C_full_payment",44)
(38,"S_deliver_goods",45)
(39,"P_reject_order",43)
(39,"C_cancel_order",43)
(39,"C_pay_order",45)
(39,"S_deliver_goods",46)
(40,"P_receive_order",46)
(41,"C_submit_order",43)
(41,"S_deliver_goods",47)
(42,"C_submit_order",46)
(42,"P_reject_order",47)
(42,"C_cancel_order",47)
(43,"S_deliver_goods",48)
(44,"P_receive_payment",49)
(44,"S_deliver_goods",50)
(45,"C_hire_purchase",50)
(45,"C_full_payment",50)
(45,"S_deliver_goods",51)
(46,"P_reject_order",48)
(46,"C_cancel_order",48)
(46,"C_pay_order",51)
(47,"C_submit_order",48)
(49,"S_deliver_goods",52)
(50,"P_receive_payment",52)
(50,"S_deliver_goods",53)
(51,"C_hire_purchase",53)
(51,"C_full_payment",53)
(52,"S_deliver_goods",54)
(53,"P_receive_payment",54)
