des(0,2002,983)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(0,"P5_0",6)
(1,"P0_1",7)
(2,"P1_1",8)
(3,"P2_1",9)
(4,"P3_1",10)
(5,"P4_1",11)
(6,"P5_1",12)
(7,"P0_2",13)
(7,"P1_0",14)
(7,"P2_0",15)
(7,"P3_0",16)
(7,"P4_0",17)
(7,"P5_0",18)
(8,"P0_0",19)
(8,"P1_2",20)
(8,"P2_0",21)
(8,"P3_0",22)
(8,"P4_0",23)
(8,"P5_0",24)
(9,"P0_0",25)
(9,"P1_0",26)
(9,"P2_2",27)
(9,"P3_0",28)
(9,"P4_0",29)
(9,"P5_0",30)
(10,"P0_0",31)
(10,"P1_0",32)
(10,"P2_0",33)
(10,"P3_2",34)
(10,"P4_0",35)
(10,"P5_0",36)
(11,"P0_0",37)
(11,"P1_0",38)
(11,"P2_0",39)
(11,"P3_0",40)
(11,"P4_2",41)
(11,"P5_0",42)
(12,"P0_0",43)
(12,"P1_0",44)
(12,"P2_0",45)
(12,"P3_0",46)
(12,"P4_0",47)
(12,"P5_2",48)
(13,"P0_3",49)
(13,"P1_0",50)
(13,"P2_0",51)
(13,"P3_0",52)
(13,"P4_0",53)
(13,"P5_0",54)
(14,"P0_2",50)
(15,"P0_2",51)
(16,"P0_2",52)
(17,"P0_2",53)
(18,"P0_2",54)
(19,"P1_2",55)
(20,"P0_0",55)
(20,"P1_3",56)
(20,"P2_0",57)
(20,"P3_0",58)
(20,"P4_0",59)
(20,"P5_0",60)
(21,"P1_2",57)
(22,"P1_2",58)
(23,"P1_2",59)
(24,"P1_2",60)
(25,"P2_2",61)
(26,"P2_2",62)
(27,"P0_0",61)
(27,"P1_0",62)
(27,"P2_3",63)
(27,"P3_0",64)
(27,"P4_0",65)
(27,"P5_0",66)
(28,"P2_2",64)
(29,"P2_2",65)
(30,"P2_2",66)
(31,"P3_2",67)
(32,"P3_2",68)
(33,"P3_2",69)
(34,"P0_0",67)
(34,"P1_0",68)
(34,"P2_0",69)
(34,"P3_3",70)
(34,"P4_0",71)
(34,"P5_0",72)
(35,"P3_2",71)
(36,"P3_2",72)
(37,"P4_2",73)
(38,"P4_2",74)
(39,"P4_2",75)
(40,"P4_2",76)
(41,"P0_0",73)
(41,"P1_0",74)
(41,"P2_0",75)
(41,"P3_0",76)
(41,"P4_3",77)
(41,"P5_0",78)
(42,"P4_2",78)
(43,"P5_2",79)
(44,"P5_2",80)
(45,"P5_2",81)
(46,"P5_2",82)
(47,"P5_2",83)
(48,"P0_0",79)
(48,"P1_0",80)
(48,"P2_0",81)
(48,"P3_0",82)
(48,"P4_0",83)
(48,"P5_3",84)
(49,"P0_TAIL",85)
(49,"P1_0",86)
(49,"P2_0",87)
(49,"P3_0",88)
(49,"P4_0",89)
(49,"P5_0",90)
(50,"P0_3",86)
(50,"P1_1",91)
(51,"P0_3",87)
(51,"P2_1",92)
(52,"P0_3",88)
(52,"P3_1",93)
(53,"P0_3",89)
(53,"P4_1",94)
(54,"P0_3",90)
(54,"P5_1",95)
(55,"P0_1",96)
(55,"P1_3",97)
