des(0,56413,12349)
(0,"t6",1)
(1,"t10",2)
(1,"t6",3)
(2,"t3",4)
(2,"t5",5)
(2,"t6",6)
(3,"t10",6)
(4,"t16",7)
(4,"t5",8)
(4,"t6",9)
(5,"t3",8)
(5,"t21",10)
(5,"t6",11)
(6,"t3",9)
(6,"t5",11)
(6,"t10",12)
(7,"t12",13)
(7,"t5",14)
(7,"t6",15)
(8,"t16",14)
(8,"t21",16)
(8,"t6",17)
(9,"t16",15)
(9,"t5",17)
(9,"t10",18)
(10,"t3",16)
(10,"t17",19)
(10,"t6",20)
(11,"t3",17)
(11,"t21",20)
(11,"t10",21)
(12,"t3",18)
(12,"t5",21)
(13,"t1",22)
(13,"t21",23)
(13,"t6",24)
(14,"t21",25)
(14,"t6",26)
(15,"t12",24)
(15,"t5",26)
(15,"t10",27)
(15,"t14",28)
(16,"t16",25)
(16,"t6",29)
(17,"t16",26)
(17,"t21",29)
(17,"t10",30)
(18,"t16",27)
(18,"t5",30)
(18,"t3",31)
(19,"t0",32)
(19,"t16",33)
(19,"t6",34)
(20,"t3",29)
(20,"t17",34)
(20,"t10",35)
(20,"t19",36)
(21,"t3",30)
(21,"t21",35)
(21,"t5",37)
(22,"t21",38)
(22,"t6",39)
(22,"t7",40)
(23,"t1",38)
(23,"t10",41)
(23,"t20",42)
(23,"t6",43)
(24,"t1",39)
(24,"t21",43)
(24,"t10",44)
(25,"t10",45)
(25,"t14",46)
(25,"t19",47)
(25,"t6",48)
(26,"t21",48)
(26,"t10",49)
(26,"t14",50)
(27,"t12",44)
(27,"t5",49)
(27,"t3",51)
(28,"t8",44)
(28,"t5",50)
(28,"t1",52)
(28,"t4",53)
(29,"t16",48)
(29,"t10",54)
(29,"t19",55)
(30,"t16",49)
(30,"t21",54)
(30,"t3",56)
(30,"t5",57)
(31,"t16",51)
(31,"t5",56)
(32,"t16",58)
(32,"t6",59)
(33,"t0",58)
(33,"t10",60)
(33,"t15",61)
(33,"t6",62)
(34,"t0",59)
(34,"t16",62)
(34,"t10",63)
(35,"t3",54)
(35,"t17",63)
(35,"t5",64)
(36,"t3",55)
(36,"t11",63)
(36,"t0",65)
(36,"t2",66)
(37,"t3",57)
(37,"t21",64)
(38,"t10",67)
(38,"t6",68)
(38,"t7",69)
(39,"t21",68)
(39,"t10",70)
(39,"t7",71)
(40,"t21",69)
(40,"t6",71)
(41,"t1",67)
(41,"t18",72)
(41,"t3",73)
(41,"t5",74)
(41,"t6",75)
(42,"t11",72)
(42,"t2",76)
(42,"t6",77)
(42,"t7",78)
(43,"t1",68)
(43,"t10",75)
(43,"t20",77)
(43,"t19",79)
(44,"t1",70)
(44,"t21",75)
(44,"t3",80)
(44,"t5",81)
(45,"t12",74)
(45,"t17",82)
(45,"t3",83)
(45,"t5",84)
(45,"t6",85)
(46,"t8",74)
(46,"t1",86)
(46,"t20",87)
(46,"t4",88)
(46,"t6",89)
(47,"t11",82)
(47,"t15",87)
(47,"t0",90)
(47,"t2",91)
(47,"t6",92)
(48,"t10",85)
(48,"t14",89)
(48,"t19",92)
(49,"t12",81)
(49,"t21",85)
(49,"t3",93)
(49,"t5",94)
(50,"t8",81)
(50,"t21",89)
(50,"t1",95)
(50,"t4",96)
(51,"t12",80)
(51,"t5",93)
(51,"t16",97)
(52,"t8",70)
(52,"t5",95)
(52,"t4",98)
(52,"t7",99)
(53,"t5",96)
(53,"t1",98)
(53,"t21",100)
(54,"t16",85)
(54,"t17",101)
(54,"t3",102)
(54,"t5",103)
(55,"t16",92)
(55,"t11",101)
(55,"t0",104)
(55,"t2",105)
(56,"t16",93)
(56,"t21",102)
(56,"t5",106)
(57,"t16",94)
(57,"t21",103)
(57,"t3",106)
(58,"t10",107)
(58,"t6",108)
(59,"t16",108)
(59,"t10",109)
(60,"t3",82)
(60,"t0",107)
(60,"t13",110)
(60,"t5",111)
(60,"t6",112)
(61,"t4",22)
(61,"t8",110)
(61,"t6",113)
(61,"t7",114)
(62,"t0",108)
(62,"t10",112)
(62,"t15",113)
(62,"t14",115)
(63,"t3",101)
(63,"t0",109)
(63,"t16",112)
(63,"t5",116)
(64,"t3",103)
(64,"t17",116)
(64,"t21",117)
(65,"t3",104)
(65,"t11",109)
(65,"t2",118)
(66,"t3",105)
(66,"t0",118)
(66,"t16",119)
(67,"t3",120)
(67,"t5",121)
(67,"t6",122)
(67,"t7",123)
(68,"t10",122)
(68,"t19",124)
(68,"t7",125)
(69,"t10",123)
(69,"t6",125)
(69,"t19",126)
(70,"t21",122)
(70,"t3",127)
(70,"t5",128)
(70,"t7",129)
(71,"t21",125)
(71,"t10",129)
(72,"t7",4)
(72,"t16",130)
(72,"t5",131)
(72,"t6",132)
(73,"t1",120)
(73,"t16",133)
(73,"t5",134)
(73,"t6",135)
(74,"t1",121)
(74,"t18",131)
(74,"t3",134)
(74,"t6",136)
(75,"t1",122)
(75,"t18",132)
(75,"t3",135)
(75,"t5",136)
(75,"t10",137)
(75,"t17",138)
(75,"t19",139)
(75,"t20",140)
(76,"t16",141)
(76,"t6",142)
(76,"t7",143)
(77,"t11",132)
(77,"t10",140)
(77,"t2",142)
(77,"t7",144)
(78,"t11",4)
(78,"t2",143)
(78,"t6",144)
(79,"t1",124)
(79,"t11",138)
(79,"t10",139)
(79,"t0",145)
(79,"t2",146)
(80,"t1",127)
(80,"t21",135)
(80,"t16",147)
(80,"t5",148)
(81,"t1",128)
(81,"t21",136)
(81,"t3",148)
(82,"t13",131)
(82,"t0",149)
(82,"t5",150)
(82,"t6",151)
(83,"t12",134)
(83,"t5",152)
(83,"t6",153)
(84,"t17",150)
(84,"t3",152)
(84,"t6",154)
(85,"t12",136)
(85,"t17",151)
(85,"t3",153)
(85,"t5",154)
(85,"t10",155)
(85,"t14",156)
(85,"t19",157)
(86,"t8",121)
(86,"t4",158)
(86,"t6",159)
(86,"t7",160)
(87,"t9",131)
(87,"t2",161)
(87,"t4",162)
(87,"t6",163)
(87,"t7",164)
(88,"t1",158)
(88,"t20",162)
(88,"t6",165)
(89,"t8",136)
(89,"t10",156)
(89,"t1",159)
(89,"t20",163)
(89,"t4",165)
(89,"t19",166)
(90,"t11",149)
(90,"t2",167)
(90,"t6",168)
(91,"t15",161)
(91,"t0",167)
(91,"t6",169)
(92,"t11",151)
(92,"t10",157)
(92,"t15",163)
(92,"t14",166)
(92,"t0",168)
(92,"t2",169)
(93,"t12",148)
(93,"t21",153)
(93,"t16",170)
(93,"t5",171)
(94,"t21",154)
(94,"t3",171)
(95,"t8",128)
(95,"t21",159)
(95,"t4",172)
(95,"t7",173)
(96,"t21",165)
(96,"t1",172)
(97,"t12",147)
(97,"t5",170)
(98,"t5",172)
(98,"t21",174)
(98,"t7",175)
(99,"t8",129)
(99,"t5",173)
(99,"t4",175)
(100,"t5",165)
(100,"t1",174)
(100,"t10",176)
(100,"t19",177)
(100,"t20",178)
(101,"t16",151)
(101,"t0",179)
(101,"t5",180)
(102,"t16",153)
(102,"t5",181)
(103,"t16",154)
(103,"t17",180)
(103,"t3",181)
(103,"t21",182)
(104,"t16",168)
(104,"t11",179)
(104,"t2",183)
(105,"t16",169)
(105,"t0",183)
(106,"t16",171)
(106,"t21",181)
(107,"t3",149)
(107,"t5",184)
(107,"t6",185)
(108,"t10",185)
(108,"t14",186)
(109,"t3",179)
(109,"t16",185)
(109,"t5",187)
(110,"t7",5)
(110,"t3",131)
(110,"t21",188)
(110,"t6",189)
(111,"t3",150)
(111,"t0",184)
(111,"t21",190)
(111,"t6",191)
(112,"t3",151)
(112,"t0",185)
(112,"t13",189)
(112,"t5",191)
(112,"t10",192)
(112,"t12",193)
(112,"t14",194)
(112,"t15",195)
(113,"t4",39)
(113,"t8",189)
(113,"t10",195)
(113,"t7",196)
(114,"t8",5)
(114,"t4",40)
(114,"t6",196)
(115,"t0",186)
(115,"t8",193)
(115,"t10",194)
(115,"t1",197)
(115,"t4",198)
(116,"t3",180)
(116,"t0",187)
(116,"t16",191)
(116,"t21",199)
(117,"t3",182)
(117,"t17",199)
(118,"t3",183)
(118,"t16",200)
(119,"t3",169)
(119,"t0",200)
