des(0,7182,1848)
(0,"p_start",1)
(1,"p_start",2)
(1,"r_starts",3)
(2,"p_start",4)
(2,"r_starts",5)
(3,"p_start",5)
(3,"p_started",6)
(4,"p_start",7)
(4,"r_starts",8)
(5,"p_start",8)
(5,"p_started",9)
(5,"r_starts",10)
(6,"p_start",9)
(6,"p_intoSC",11)
(6,"p_sop",12)
(7,"p_start",13)
(7,"r_starts",14)
(8,"p_start",14)
(8,"p_started",15)
(8,"r_starts",16)
(9,"p_start",15)
(9,"p_intoSC",17)
(9,"p_sop",18)
(9,"r_starts",19)
(10,"p_start",16)
(10,"p_started",19)
(11,"p_start",17)
(11,"p_move",20)
(12,"r_stops",0)
(12,"p_start",18)
(13,"p_start",21)
(13,"r_starts",22)
(14,"p_start",22)
(14,"p_started",23)
(14,"r_starts",24)
(15,"p_start",23)
(15,"p_intoSC",25)
(15,"p_sop",26)
(15,"r_starts",27)
(16,"p_start",24)
(16,"p_started",27)
(16,"r_starts",28)
(17,"p_start",25)
(17,"p_move",29)
(17,"r_starts",30)
(18,"r_stops",1)
(18,"p_start",26)
(18,"r_starts",31)
(19,"p_start",27)
(19,"p_intoSC",30)
(19,"p_sop",31)
(19,"p_started",32)
(20,"p_start",29)
(21,"p_start",33)
(21,"r_starts",34)
(22,"p_start",34)
(22,"p_started",35)
(22,"r_starts",36)
(23,"p_start",35)
(23,"p_intoSC",37)
(23,"p_sop",38)
(23,"r_starts",39)
(24,"p_start",36)
(24,"p_started",39)
(24,"r_starts",40)
(25,"p_start",37)
(25,"p_move",41)
(25,"r_starts",42)
(26,"r_stops",2)
(26,"p_start",38)
(26,"r_starts",43)
(27,"p_start",39)
(27,"p_intoSC",42)
(27,"p_sop",43)
(27,"p_started",44)
(27,"r_starts",45)
(28,"p_start",40)
(28,"p_started",45)
(29,"p_start",41)
(29,"r_starts",46)
(30,"p_start",42)
(30,"p_move",46)
(30,"p_started",47)
(31,"r_stops",3)
(31,"p_start",43)
(31,"p_started",48)
(32,"p_start",44)
(32,"p_intoSC",47)
(32,"p_sop",48)
(33,"r_starts",49)
(34,"p_start",49)
(34,"p_started",50)
(34,"r_starts",51)
(35,"p_start",50)
(35,"p_intoSC",52)
(35,"p_sop",53)
(35,"r_starts",54)
(36,"p_start",51)
(36,"p_started",54)
(36,"r_starts",55)
(37,"p_start",52)
(37,"p_move",56)
(37,"r_starts",57)
(38,"r_stops",4)
(38,"p_start",53)
(38,"r_starts",58)
(39,"p_start",54)
(39,"p_intoSC",57)
(39,"p_sop",58)
(39,"p_started",59)
(39,"r_starts",60)
(40,"p_start",55)
(40,"p_started",60)
(40,"r_starts",61)
(41,"p_start",56)
(41,"r_starts",62)
(42,"p_start",57)
(42,"p_move",62)
(42,"p_started",63)
(42,"r_starts",64)
(43,"r_stops",5)
(43,"p_start",58)
(43,"p_started",65)
(43,"r_starts",66)
(44,"p_start",59)
(44,"p_intoSC",63)
(44,"p_sop",65)
(44,"r_starts",67)
(45,"p_start",60)
(45,"p_intoSC",64)
(45,"p_sop",66)
(45,"p_started",67)
(46,"p_start",62)
(46,"p_started",68)
(47,"p_start",63)
(47,"p_move",68)
(47,"p_intoSC",69)
(47,"p_sop",70)
(48,"r_stops",6)
(48,"p_start",65)
(48,"p_intoSC",70)
(48,"p_sop",71)
(49,"p_started",72)
(49,"r_starts",73)
(50,"p_start",72)
(50,"p_intoSC",74)
(50,"p_sop",75)
(50,"r_starts",76)
(51,"p_start",73)
(51,"p_started",76)
(51,"r_starts",77)
(52,"p_start",74)
(52,"p_move",78)
(52,"r_starts",79)
(53,"r_stops",7)
(53,"p_start",75)
(53,"r_starts",80)
(54,"p_start",76)
(54,"p_intoSC",79)
(54,"p_sop",80)
(54,"p_started",81)
(54,"r_starts",82)
(55,"p_start",77)
(55,"p_started",82)
(55,"r_starts",83)
(56,"p_start",78)
(56,"r_starts",84)
(57,"p_start",79)
(57,"p_move",84)
(57,"p_started",85)
(57,"r_starts",86)
(58,"r_stops",8)
(58,"p_start",80)
(58,"p_started",87)
(58,"r_starts",88)
(59,"p_start",81)
(59,"p_intoSC",85)
(59,"p_sop",87)
(59,"r_starts",89)
(60,"p_start",82)
(60,"p_intoSC",86)
(60,"p_sop",88)
(60,"p_started",89)
(60,"r_starts",90)
(61,"p_start",83)
(61,"p_started",90)
(62,"p_start",84)
(62,"p_started",91)
(62,"r_starts",92)
(63,"p_start",85)
(63,"p_move",91)
(63,"p_intoSC",93)
(63,"p_sop",94)
(63,"r_starts",95)
(64,"p_start",86)
(64,"p_move",92)
(64,"p_started",95)
(65,"r_stops",9)
(65,"p_start",87)
(65,"p_intoSC",94)
(65,"p_sop",96)
(65,"r_starts",97)
(66,"r_stops",10)
(66,"p_start",88)
(66,"p_started",97)
(67,"p_start",89)
(67,"p_intoSC",95)
(67,"p_sop",97)
(67,"p_started",98)
(68,"p_start",91)
(68,"p_intoSC",99)
(68,"p_sop",100)
(69,"p_start",93)
(69,"p_move",99)
(70,"r_stops",11)
(70,"p_start",94)
(70,"p_move",100)
(71,"r_stops",12)
(71,"p_start",96)
(72,"p_intoSC",101)
(72,"p_sop",102)
(72,"r_starts",103)
(73,"p_started",103)
(73,"r_starts",104)
(74,"p_start",101)
(74,"p_move",105)
(74,"r_starts",106)
(75,"r_stops",13)
(75,"p_start",102)
(75,"r_starts",107)
(76,"p_start",103)
(76,"p_intoSC",106)
(76,"p_sop",107)
(76,"p_started",108)
(76,"r_starts",109)
(77,"p_start",104)
(77,"p_started",109)
(77,"r_starts",110)
(78,"p_start",105)
(78,"r_starts",111)
(79,"p_start",106)
(79,"p_move",111)
(79,"p_started",112)
(79,"r_starts",113)
(80,"r_stops",14)
(80,"p_start",107)
(80,"p_started",114)
(80,"r_starts",115)
(81,"p_start",108)
(81,"p_intoSC",112)
(81,"p_sop",114)
(81,"r_starts",116)
(82,"p_start",109)
(82,"p_intoSC",113)
(82,"p_sop",115)
(82,"p_started",116)
(82,"r_starts",117)
(83,"p_start",110)
(83,"p_started",117)
(83,"r_starts",118)
(84,"p_start",111)
(84,"p_started",119)
(84,"r_starts",120)
(85,"p_start",112)
(85,"p_move",119)
(85,"p_intoSC",121)
(85,"p_sop",122)
(85,"r_starts",123)
(86,"p_start",113)
(86,"p_move",120)
(86,"p_started",123)
(86,"r_starts",124)
(87,"r_stops",15)
(87,"p_start",114)
(87,"p_intoSC",122)
(87,"p_sop",125)
(87,"r_starts",126)
(88,"r_stops",16)
(88,"p_start",115)
(88,"p_started",126)
(88,"r_starts",127)
(89,"p_start",116)
(89,"p_intoSC",123)
(89,"p_sop",126)
(89,"p_started",128)
(89,"r_starts",129)
(90,"p_start",117)
(90,"p_intoSC",124)
(90,"p_sop",127)
(90,"p_started",129)
(91,"p_start",119)
(91,"p_intoSC",130)
(91,"p_sop",131)
(91,"r_starts",132)
(92,"p_start",120)
(92,"p_started",132)
(93,"p_start",121)
(93,"p_move",130)
(93,"r_starts",133)
(94,"r_stops",17)
(94,"p_start",122)
(94,"p_move",131)
(94,"r_starts",134)
(95,"p_start",123)
(95,"p_move",132)
(95,"p_intoSC",133)
(95,"p_sop",134)
(95,"p_started",135)
(96,"r_stops",18)
(96,"p_start",125)
(96,"r_starts",136)
(97,"r_stops",19)
(97,"p_start",126)
(97,"p_intoSC",134)
(97,"p_sop",136)
(97,"p_started",137)
(98,"p_start",128)
(98,"p_intoSC",135)
(98,"p_sop",137)
(99,"p_start",130)
(99,"p_move",138)
(100,"r_stops",20)
(100,"p_start",131)
(101,"p_move",139)
(101,"r_starts",140)
(102,"r_stops",21)
(102,"p_start",141)
(102,"r_starts",142)
(103,"p_intoSC",140)
(103,"p_sop",142)
(103,"p_started",143)
(103,"r_starts",144)
(104,"p_started",144)
(104,"r_starts",145)
(105,"p_start",139)
(105,"r_starts",146)
(106,"p_start",140)
(106,"p_move",146)
(106,"p_started",147)
(106,"r_starts",148)
(107,"r_stops",22)
(107,"p_start",142)
(107,"p_started",149)
(107,"r_starts",150)
(108,"p_start",143)
(108,"p_intoSC",147)
(108,"p_sop",149)
(108,"r_starts",151)
(109,"p_start",144)
