des(0,125,56)
(0,"p_start",1)
(1,"p_start",2)
(1,"r_starts",3)
(2,"p_start",4)
(2,"r_starts",5)
(3,"p_start",5)
(3,"p_started",6)
(4,"r_starts",7)
(5,"p_start",7)
(5,"p_started",8)
(5,"r_starts",9)
(6,"p_start",8)
(6,"p_intoSC",10)
(6,"p_sop",11)
(7,"p_started",12)
(7,"r_starts",13)
(8,"p_start",12)
(8,"p_intoSC",14)
(8,"p_sop",15)
(8,"r_starts",16)
(9,"p_start",13)
(9,"p_started",16)
(10,"p_start",14)
(10,"p_move",17)
(11,"r_stops",0)
(11,"p_start",15)
(12,"p_intoSC",18)
(12,"p_sop",19)
(12,"r_starts",20)
(13,"p_started",20)
(14,"p_start",18)
(14,"p_move",21)
(14,"r_starts",22)
(15,"r_stops",1)
(15,"p_start",19)
(15,"r_starts",23)
(16,"p_start",20)
(16,"p_intoSC",22)
(16,"p_sop",23)
(16,"p_started",24)
(17,"p_start",21)
(18,"p_move",25)
(18,"r_starts",26)
(19,"r_stops",2)
(19,"p_start",27)
(19,"r_starts",28)
(20,"p_intoSC",26)
(20,"p_sop",28)
(20,"p_started",29)
(21,"p_start",25)
(21,"r_starts",30)
(22,"p_start",26)
(22,"p_move",30)
(22,"p_started",31)
(23,"r_stops",3)
(23,"p_start",28)
(23,"p_started",32)
(24,"p_start",29)
(24,"p_intoSC",31)
(24,"p_sop",32)
(25,"r_starts",33)
(26,"p_move",33)
(26,"p_started",34)
(27,"r_stops",4)
(27,"r_starts",35)
(28,"r_stops",5)
(28,"p_start",35)
(28,"p_started",36)
(29,"p_intoSC",34)
(29,"p_sop",36)
(30,"p_start",33)
(30,"p_started",37)
(31,"p_start",34)
(31,"p_move",37)
(31,"p_intoSC",38)
(31,"p_sop",39)
(32,"r_stops",6)
(32,"p_start",36)
(32,"p_intoSC",39)
(32,"p_sop",40)
(33,"p_started",41)
(34,"p_move",41)
(34,"p_intoSC",42)
(34,"p_sop",43)
(35,"r_stops",7)
(35,"p_started",44)
(36,"r_stops",8)
(36,"p_intoSC",43)
(36,"p_start",44)
(36,"p_sop",45)
(37,"p_start",41)
(37,"p_intoSC",46)
(37,"p_sop",47)
(38,"p_start",42)
(38,"p_move",46)
(39,"r_stops",10)
(39,"p_start",43)
(39,"p_move",47)
(40,"r_stops",11)
(40,"p_start",45)
(41,"p_intoSC",48)
(41,"p_sop",49)
(42,"p_move",48)
(43,"r_stops",14)
(43,"p_move",49)
(43,"p_start",50)
(44,"r_stops",12)
(44,"p_intoSC",50)
(44,"p_sop",51)
(45,"r_stops",15)
(45,"p_start",51)
(46,"p_start",48)
(46,"p_move",52)
(47,"r_stops",17)
(47,"p_start",49)
(48,"p_move",53)
(49,"r_stops",21)
(49,"p_start",54)
(50,"r_stops",18)
(50,"p_move",54)
(51,"r_stops",19)
(51,"p_start",55)
(52,"p_start",53)
(54,"r_stops",25)
(55,"r_stops",27)
