des(0,473,206)
(0,"t6",1)
(1,"t10",2)
(2,"t3",3)
(2,"t5",4)
(3,"t16",5)
(3,"t5",6)
(4,"t3",6)
(4,"t21",7)
(5,"t12",8)
(5,"t5",9)
(6,"t16",9)
(6,"t21",10)
(7,"t3",10)
(7,"t17",11)
(8,"t1",12)
(8,"t21",13)
(9,"t21",14)
(10,"t16",14)
(11,"t0",15)
(11,"t16",16)
(12,"t21",17)
(12,"t7",18)
(13,"t1",17)
(13,"t10",19)
(13,"t20",20)
(14,"t10",21)
(14,"t14",22)
(14,"t19",23)
(15,"t16",24)
(16,"t0",24)
(16,"t10",25)
(16,"t15",26)
(17,"t10",27)
(17,"t7",28)
(18,"t21",28)
(19,"t1",27)
(19,"t18",29)
(19,"t3",30)
(19,"t5",31)
(20,"t11",29)
(20,"t2",32)
(20,"t7",33)
(21,"t12",31)
(21,"t17",34)
(21,"t3",35)
(21,"t5",36)
(22,"t8",31)
(22,"t1",37)
(22,"t20",38)
(22,"t4",39)
(23,"t11",34)
(23,"t15",38)
(23,"t0",40)
(23,"t2",41)
(24,"t10",42)
(25,"t3",34)
(25,"t0",42)
(25,"t13",43)
(25,"t5",44)
(26,"t4",12)
(26,"t8",43)
(26,"t7",45)
(27,"t3",46)
(27,"t5",47)
(27,"t7",48)
(28,"t10",48)
(28,"t19",49)
(29,"t7",3)
(29,"t16",50)
(29,"t5",51)
(30,"t1",46)
(30,"t16",52)
(30,"t5",53)
(31,"t1",47)
(31,"t18",51)
(31,"t3",53)
(32,"t16",54)
(32,"t7",55)
(33,"t11",3)
(33,"t2",55)
(34,"t13",51)
(34,"t0",56)
(34,"t5",57)
(35,"t12",53)
(35,"t5",58)
(36,"t17",57)
(36,"t3",58)
(37,"t8",47)
(37,"t4",59)
(37,"t7",60)
(38,"t9",51)
(38,"t2",61)
(38,"t4",62)
(38,"t7",63)
(39,"t1",59)
(39,"t20",62)
(40,"t11",56)
(40,"t2",64)
(41,"t15",61)
(41,"t0",64)
(42,"t3",56)
(42,"t5",65)
(43,"t7",4)
(43,"t3",51)
(43,"t21",66)
(44,"t3",57)
(44,"t0",65)
(44,"t21",67)
(45,"t8",4)
(45,"t4",18)
(46,"t16",68)
(46,"t5",69)
(46,"t7",70)
(47,"t3",69)
(47,"t7",71)
(48,"t3",70)
(48,"t5",71)
(48,"t17",72)
(49,"t2",11)
(49,"t11",72)
(49,"t0",73)
(50,"t7",5)
(50,"t5",74)
(51,"t7",6)
(51,"t16",74)
(51,"t21",75)
(52,"t1",68)
(52,"t20",76)
(52,"t5",77)
(53,"t1",69)
(53,"t16",77)
(54,"t10",78)
(54,"t7",79)
(55,"t16",79)
(56,"t5",80)
(57,"t0",80)
(57,"t21",81)
(59,"t7",82)
(60,"t8",71)
(60,"t4",82)
(60,"t19",83)
(61,"t4",51)
(61,"t16",84)
(61,"t7",85)
(62,"t2",51)
(62,"t21",86)
(62,"t7",87)
(63,"t9",6)
(63,"t2",85)
(63,"t4",87)
(65,"t3",80)
(65,"t21",88)
(66,"t7",7)
(66,"t3",75)
(67,"t3",81)
(67,"t0",88)
(67,"t15",89)
(68,"t5",90)
(68,"t7",91)
(69,"t16",90)
(69,"t7",92)
(70,"t16",91)
(70,"t5",92)
(71,"t3",92)
(71,"t17",93)
(72,"t5",93)
(72,"t0",94)
(72,"t16",95)
(73,"t2",15)
(73,"t11",94)
(74,"t7",9)
(74,"t21",96)
(75,"t7",10)
(75,"t16",96)
(76,"t2",97)
(76,"t5",98)
(76,"t7",99)
(77,"t1",90)
(77,"t20",98)
(78,"t3",97)
(78,"t5",100)
(78,"t7",101)
(79,"t10",101)
(79,"t14",102)
(80,"t21",103)
(81,"t0",103)
(81,"t15",104)
(82,"t19",105)
(83,"t9",93)
(83,"t4",105)
(83,"t0",106)
(83,"t2",107)
(84,"t4",74)
(84,"t8",100)
(84,"t7",108)
(85,"t4",6)
(85,"t16",108)
(86,"t11",46)
(86,"t2",75)
(86,"t7",109)
(87,"t2",6)
(87,"t21",109)
(88,"t3",103)
(89,"t4",47)
(89,"t3",104)
(89,"t7",110)
(90,"t7",111)
(91,"t12",39)
(91,"t5",111)
(91,"t19",112)
(92,"t16",111)
(93,"t0",113)
(93,"t16",114)
(93,"t21",115)
(94,"t5",113)
(94,"t16",116)
(95,"t13",12)
(95,"t5",114)
(95,"t0",116)
(96,"t7",14)
(96,"t10",117)
(97,"t5",118)
(97,"t7",119)
(98,"t2",118)
(98,"t21",120)
(98,"t7",121)
(99,"t2",119)
(99,"t5",121)
(99,"t12",122)
(100,"t3",118)
(100,"t21",123)
(100,"t7",124)
(101,"t3",119)
(101,"t5",124)
(101,"t12",125)
(102,"t4",8)
(102,"t1",26)
(102,"t8",125)
(104,"t4",69)
(104,"t16",126)
(104,"t7",127)
(105,"t2",93)
(105,"t0",128)
(105,"t21",129)
(106,"t9",113)
(106,"t4",128)
(106,"t2",130)
(107,"t4",93)
(107,"t0",130)
(107,"t16",131)
(108,"t4",9)
(108,"t8",124)
(109,"t2",10)
(109,"t11",70)
(110,"t4",71)
(110,"t17",107)
(110,"t3",127)
(111,"t19",132)
(112,"t2",34)
(112,"t13",62)
(112,"t5",132)
(112,"t0",133)
(113,"t16",134)
(113,"t21",135)
(114,"t0",134)
(114,"t21",136)
(115,"t0",135)
(115,"t16",136)
(116,"t5",134)
(117,"t7",21)
(117,"t3",137)
(117,"t5",138)
(118,"t21",139)
(118,"t7",140)
(119,"t5",140)
(119,"t12",141)
(120,"t11",137)
(120,"t2",139)
(120,"t7",142)
(121,"t2",140)
(121,"t21",142)
(122,"t1",62)
(122,"t2",141)
(122,"t21",143)
(123,"t3",139)
(123,"t7",144)
(124,"t3",140)
(124,"t21",144)
(125,"t1",43)
(125,"t3",141)
(125,"t21",145)
(126,"t4",90)
(126,"t8",138)
(126,"t7",146)
(127,"t4",92)
(127,"t16",146)
(128,"t2",113)
(128,"t21",147)
(129,"t2",115)
(129,"t0",147)
(129,"t11",148)
(130,"t4",113)
(130,"t16",149)
(131,"t8",44)
(131,"t4",114)
(131,"t0",149)
(132,"t2",57)
(132,"t0",150)
(132,"t21",151)
(133,"t2",56)
(133,"t5",150)
(134,"t21",152)
(135,"t16",152)
(136,"t15",37)
(136,"t0",152)
(136,"t10",153)
(137,"t7",35)
(137,"t5",154)
(138,"t7",36)
(138,"t3",154)
(139,"t7",155)
(140,"t21",155)
(141,"t1",51)
(141,"t16",156)
(141,"t21",157)
(142,"t11",35)
(142,"t2",155)
(142,"t14",158)
(143,"t11",30)
(143,"t1",86)
(143,"t2",157)
(144,"t17",41)
(144,"t3",155)
(144,"t14",159)
(145,"t18",32)
(145,"t1",66)
(145,"t3",157)
(146,"t8",36)
(146,"t4",111)
(146,"t19",160)
(147,"t2",135)
(147,"t11",161)
(148,"t0",161)
(148,"t16",162)
(148,"t5",163)
(149,"t8",65)
(149,"t4",134)
(150,"t2",80)
(150,"t21",164)
(151,"t2",81)
(151,"t0",164)
(151,"t11",165)
(151,"t15",166)
(152,"t10",167)
(153,"t13",47)
(153,"t3",165)
(153,"t0",167)
(153,"t5",168)
(154,"t7",58)
(155,"t14",169)
(156,"t1",74)
(156,"t21",170)
(157,"t1",75)
(157,"t16",170)
(158,"t9",53)
(158,"t1",166)
(158,"t2",169)
(158,"t4",171)
(159,"t4",31)
(159,"t18",61)
(159,"t1",89)
(159,"t3",169)
(160,"t9",57)
(160,"t4",132)
(160,"t0",172)
(160,"t2",173)
(161,"t16",174)
(161,"t5",175)
(162,"t13",59)
(162,"t0",174)
(162,"t5",176)
(163,"t0",175)
(163,"t16",176)
(164,"t2",103)
(164,"t11",177)
(165,"t13",69)
(165,"t0",177)
(165,"t5",178)
(166,"t9",69)
(166,"t2",104)
(166,"t4",179)
(166,"t7",180)
(167,"t3",177)
(167,"t5",181)
(168,"t3",178)
(168,"t0",181)
(169,"t4",53)
(169,"t1",104)
(169,"t16",182)
(170,"t1",96)
(170,"t10",183)
(170,"t20",184)
(171,"t2",53)
(171,"t1",179)
(172,"t9",80)
(172,"t4",150)
(172,"t2",185)
(173,"t4",57)
