des(0,94,50)
(0,"t0",1)
(1,"t0",2)
(1,"t1",3)
(1,"t2",4)
(2,"t1",5)
(2,"t2",6)
(3,"t0",5)
(3,"t3",7)
(3,"t4",8)
(4,"t0",6)
(4,"t3",9)
(5,"t1",10)
(5,"t2",11)
(5,"t3",12)
(5,"t4",13)
(6,"t1",11)
(6,"t3",14)
(7,"t0",12)
(7,"t5",15)
(8,"t0",13)
(8,"t5",16)
(9,"t0",14)
(9,"t5",17)
(10,"t3",18)
(10,"t4",19)
(11,"t3",20)
(12,"t1",18)
(12,"t2",20)
(12,"t5",21)
(13,"t1",19)
(13,"t2",22)
(13,"t5",23)
(14,"t1",20)
(14,"t5",24)
(15,"t0",21)
(15,"t6",25)
(16,"t6",0)
(16,"t0",23)
(17,"t0",24)
(17,"t6",26)
(18,"t4",27)
(18,"t5",28)
(19,"t3",27)
(19,"t4",29)
(19,"t5",30)
(20,"t5",31)
(21,"t1",28)
(21,"t2",31)
(21,"t6",32)
(22,"t3",33)
(22,"t5",34)
(23,"t6",1)
(23,"t1",30)
(23,"t2",34)
(24,"t1",31)
(24,"t6",35)
(25,"t0",32)
(26,"t0",35)
(27,"t5",36)
(28,"t4",36)
(28,"t6",37)
(29,"t5",38)
(30,"t6",3)
(30,"t3",36)
(30,"t4",38)
(31,"t6",39)
(32,"t1",37)
(32,"t2",39)
(32,"t0",40)
(33,"t5",41)
(34,"t6",4)
(34,"t3",41)
(35,"t1",39)
(35,"t0",42)
(36,"t6",7)
(36,"t5",43)
(37,"t4",7)
(37,"t0",44)
(38,"t6",8)
(38,"t5",45)
(39,"t0",46)
(40,"t1",44)
(40,"t2",46)
(41,"t6",9)
(41,"t5",47)
(42,"t1",46)
(43,"t6",15)
(44,"t4",12)
(44,"t1",48)
(44,"t2",49)
(45,"t6",16)
(46,"t1",49)
(47,"t6",17)
(48,"t4",18)
