des(0,16683,3729)
(0,"C_submit_order",1)
(1,"C_submit_order",2)
(1,"P_receive_order",3)
(2,"C_submit_order",4)
(2,"P_receive_order",5)
(3,"C_submit_order",5)
(3,"P_reject_order",6)
(3,"C_cancel_order",6)
(3,"C_pay_order",7)
(3,"P_receive_order",8)
(4,"P_receive_order",9)
(5,"C_submit_order",9)
(5,"P_reject_order",10)
(5,"C_cancel_order",10)
(5,"C_pay_order",11)
(5,"P_receive_order",12)
(6,"C_submit_order",10)
(6,"P_receive_order",13)
(7,"C_submit_order",11)
(7,"C_hire_purchase",14)
(7,"C_full_payment",14)
(8,"C_submit_order",12)
(8,"P_reject_order",13)
(8,"C_cancel_order",13)
(8,"C_pay_order",15)
(8,"P_receive_order",16)
(9,"P_reject_order",17)
(9,"C_cancel_order",17)
(9,"C_pay_order",18)
(9,"P_receive_order",19)
(10,"C_submit_order",17)
(10,"P_receive_order",20)
(11,"C_submit_order",18)
(11,"C_hire_purchase",21)
(11,"C_full_payment",21)
(11,"P_receive_order",22)
(12,"C_submit_order",19)
(12,"P_reject_order",20)
(12,"C_cancel_order",20)
(12,"C_pay_order",22)
(12,"P_receive_order",23)
(13,"C_submit_order",20)
(13,"P_reject_order",24)
(13,"C_cancel_order",24)
(13,"C_pay_order",25)
(13,"P_receive_order",26)
(14,"C_submit_order",21)
(14,"P_receive_payment",27)
(15,"C_submit_order",22)
(15,"P_reject_order",25)
(15,"C_cancel_order",25)
(15,"C_hire_purchase",28)
(15,"C_full_payment",28)
(16,"C_submit_order",23)
(16,"P_reject_order",26)
(16,"C_cancel_order",26)
(16,"C_pay_order",29)
(17,"P_receive_order",30)
(18,"C_hire_purchase",31)
(18,"C_full_payment",31)
(18,"P_receive_order",32)
(19,"P_reject_order",30)
(19,"C_cancel_order",30)
(19,"C_pay_order",32)
(19,"P_receive_order",33)
(20,"C_submit_order",30)
(20,"P_reject_order",34)
(20,"C_cancel_order",34)
(20,"C_pay_order",35)
(20,"P_receive_order",36)
(21,"C_submit_order",31)
(21,"P_receive_order",37)
(21,"P_receive_payment",38)
(22,"C_submit_order",32)
(22,"P_reject_order",35)
(22,"C_cancel_order",35)
(22,"C_hire_purchase",37)
(22,"C_full_payment",37)
(22,"C_pay_order",39)
(22,"P_receive_order",40)
(23,"C_submit_order",33)
(23,"P_reject_order",36)
(23,"C_cancel_order",36)
(23,"C_pay_order",40)
(24,"C_submit_order",34)
(24,"P_receive_order",41)
(25,"C_submit_order",35)
(25,"C_hire_purchase",42)
(25,"C_full_payment",42)
(26,"C_submit_order",36)
(26,"P_reject_order",41)
(26,"C_cancel_order",41)
(26,"C_pay_order",43)
(27,"C_submit_order",38)
(27,"S_deliver_goods",44)
(28,"C_submit_order",37)
(28,"P_reject_order",42)
(28,"C_cancel_order",42)
(28,"P_receive_payment",45)
(29,"C_submit_order",40)
(29,"P_reject_order",43)
(29,"C_cancel_order",43)
(29,"C_hire_purchase",46)
(29,"C_full_payment",46)
(30,"P_reject_order",47)
(30,"C_cancel_order",47)
(30,"C_pay_order",48)
(30,"P_receive_order",49)
(31,"P_receive_order",50)
(31,"P_receive_payment",51)
(32,"P_reject_order",48)
(32,"C_cancel_order",48)
(32,"C_hire_purchase",50)
(32,"C_full_payment",50)
(32,"C_pay_order",52)
(32,"P_receive_order",53)
(33,"P_reject_order",49)
(33,"C_cancel_order",49)
(33,"C_pay_order",53)
(34,"C_submit_order",47)
(34,"P_receive_order",54)
(35,"C_submit_order",48)
(35,"C_hire_purchase",55)
(35,"C_full_payment",55)
(35,"P_receive_order",56)
(36,"C_submit_order",49)
(36,"P_reject_order",54)
(36,"C_cancel_order",54)
(36,"C_pay_order",56)
(37,"C_submit_order",50)
(37,"P_reject_order",55)
(37,"C_cancel_order",55)
(37,"C_pay_order",57)
(37,"P_receive_order",58)
(37,"P_receive_payment",59)
(38,"C_submit_order",51)
(38,"P_receive_order",59)
(38,"S_deliver_goods",60)
(39,"C_submit_order",52)
(39,"C_hire_purchase",57)
(39,"C_full_payment",57)
(40,"C_submit_order",53)
(40,"P_reject_order",56)
(40,"C_cancel_order",56)
(40,"C_hire_purchase",58)
(40,"C_full_payment",58)
(40,"C_pay_order",61)
