des(0,6531,1826)
(0,"AOPEN",1)
(0,"POPEN",2)
(0,"xAOPEN",3)
(0,"xPOPEN",4)
(1,"AOPEN",5)
(1,"POPEN",6)
(1,"xAOPEN",7)
(1,"xPOPEN",8)
(2,"SEND",1)
(2,"AOPEN",6)
(2,"POPEN",9)
(2,"xAOPEN",10)
(2,"xPOPEN",11)
(3,"AOPEN",7)
(3,"POPEN",10)
(3,"xAOPEN",12)
(3,"xPOPEN",13)
(4,"xSEND",3)
(4,"AOPEN",8)
(4,"POPEN",11)
(4,"xAOPEN",13)
(4,"xPOPEN",14)
(5,"xAOPEN",15)
(5,"xPOPEN",16)
(6,"SEND",5)
(6,"xAOPEN",17)
(6,"xPOPEN",18)
(7,"AOPEN",15)
(7,"POPEN",17)
(7,"rs1",19)
(7,"xAOPEN",20)
(7,"xPOPEN",21)
(7,"xrs1",22)
(8,"xSEND",7)
(8,"AOPEN",16)
(8,"POPEN",18)
(8,"xAOPEN",21)
(8,"xrs",22)
(8,"xPOPEN",23)
(9,"SEND",6)
(9,"xAOPEN",24)
(9,"xPOPEN",25)
(10,"SEND",7)
(10,"AOPEN",17)
(10,"rs",19)
(10,"POPEN",24)
(10,"xAOPEN",26)
(10,"xPOPEN",27)
(11,"SEND",8)
(11,"xSEND",10)
(11,"AOPEN",18)
(11,"POPEN",25)
(11,"xAOPEN",27)
(11,"xPOPEN",28)
(12,"AOPEN",20)
(12,"POPEN",26)
(13,"xSEND",12)
(13,"AOPEN",21)
(13,"POPEN",27)
(14,"xSEND",13)
(14,"AOPEN",23)
(14,"POPEN",28)
(15,"rs1",29)
(15,"xAOPEN",30)
(15,"xPOPEN",31)
(15,"xrs1",32)
(16,"xSEND",15)
(16,"xAOPEN",31)
(16,"xrs",32)
(16,"xPOPEN",33)
(17,"SEND",15)
(17,"rs",29)
(17,"rs1",34)
(17,"xAOPEN",35)
(17,"xPOPEN",36)
(17,"xrs1",37)
(18,"SEND",16)
(18,"xSEND",17)
(18,"xAOPEN",36)
(18,"xrs",37)
(18,"xPOPEN",38)
(19,"AOPEN",29)
(19,"POPEN",34)
(19,"xAOPEN",39)
(19,"xPOPEN",40)
(19,"xrs1",41)
(19,"xrsa",42)
(20,"AOPEN",30)
(20,"POPEN",35)
(20,"rs1",39)
(20,"xrs1",43)
(21,"xSEND",20)
(21,"AOPEN",31)
(21,"POPEN",36)
(21,"rs1",40)
(21,"xrs",43)
(21,"xrs1",44)
(22,"AOPEN",32)
(22,"POPEN",37)
(22,"rs1",41)
(22,"xAOPEN",43)
(22,"xPOPEN",44)
(22,"rsa",45)
(23,"xSEND",21)
(23,"AOPEN",33)
(23,"POPEN",38)
(23,"xrs",44)
(24,"SEND",17)
(24,"rs",34)
(24,"xAOPEN",46)
(24,"xPOPEN",47)
(25,"SEND",18)
(25,"xSEND",24)
(25,"xAOPEN",47)
(25,"xPOPEN",48)
(26,"SEND",20)
(26,"AOPEN",35)
(26,"rs",39)
(26,"POPEN",46)
(27,"SEND",21)
(27,"xSEND",26)
(27,"AOPEN",36)
(27,"rs",40)
(27,"POPEN",47)
(28,"SEND",23)
(28,"xSEND",27)
(28,"AOPEN",38)
(28,"POPEN",48)
(29,"xAOPEN",49)
(29,"xPOPEN",50)
(29,"xrs1",51)
(29,"xrsa",52)
(30,"rs1",49)
(30,"xrs1",53)
(31,"xSEND",30)
(31,"rs1",50)
(31,"xrs",53)
(31,"xrs1",54)
(32,"rs1",51)
(32,"xAOPEN",53)
(32,"xPOPEN",54)
(32,"rsa",55)
(33,"xSEND",31)
(33,"xrs",54)
(34,"SEND",29)
(34,"xAOPEN",56)
(34,"xPOPEN",57)
(34,"xrs1",58)
(34,"xrsa",59)
(35,"SEND",30)
(35,"rs",49)
(35,"rs1",56)
(35,"xrs1",60)
(36,"SEND",31)
(36,"xSEND",35)
(36,"rs",50)
(36,"rs1",57)
(36,"xrs",60)
(36,"xrs1",61)
(37,"SEND",32)
(37,"rs",51)
(37,"rs1",58)
(37,"xAOPEN",60)
(37,"xPOPEN",61)
(37,"rsa",62)
(38,"SEND",33)
(38,"xSEND",36)
(38,"xrs",61)
(39,"AOPEN",49)
(39,"POPEN",56)
(39,"xrs1",63)
(39,"xrsa",64)
(40,"xSEND",39)
(40,"AOPEN",50)
(40,"POPEN",57)
(40,"xrs",63)
(40,"xrs1",65)
(40,"xrsa",66)
(41,"xras",42)
(41,"AOPEN",51)
(41,"POPEN",58)
(41,"xAOPEN",63)
(41,"xPOPEN",65)
(41,"ras",67)
(42,"AOPEN",52)
(42,"POPEN",59)
(42,"xAOPEN",64)
(42,"xPOPEN",66)
(42,"ras",68)
(42,"xCLOSE2",69)
(43,"AOPEN",53)
(43,"POPEN",60)
(43,"rs1",63)
(43,"rsa",70)
(44,"xSEND",43)
(44,"AOPEN",54)
(44,"POPEN",61)
(44,"rs1",65)
(44,"rsa",71)
(45,"AOPEN",55)
(45,"POPEN",62)
(45,"xAOPEN",70)
(45,"xPOPEN",71)
(45,"xras",72)
(46,"SEND",35)
(46,"rs",56)
(47,"SEND",36)
(47,"xSEND",46)
(47,"rs",57)
(48,"SEND",38)
(48,"xSEND",47)
(49,"rs1",73)
(49,"xrs1",74)
(49,"xrsa",75)
(50,"xSEND",49)
(50,"xrs",74)
(50,"xrs1",76)
(50,"xrsa",77)
(51,"xras",52)
(51,"xAOPEN",74)
(51,"xPOPEN",76)
(51,"ras",78)
(52,"xAOPEN",75)
(52,"xPOPEN",77)
(52,"ras",79)
(52,"xCLOSE2",80)
(53,"rs1",74)
(53,"rsa",81)
(53,"xrs1",82)
(54,"xSEND",53)
(54,"rs1",76)
(54,"xrs",82)
(54,"rsa",83)
(55,"xAOPEN",81)
(55,"xPOPEN",83)
(55,"xras",84)
(56,"SEND",49)
(56,"rs",73)
(56,"xrs1",85)
(56,"xrsa",86)
(57,"SEND",50)
(57,"xSEND",56)
(57,"xrs",85)
(57,"xrs1",87)
(57,"xrsa",88)
(58,"SEND",51)
(58,"xras",59)
(58,"xAOPEN",85)
(58,"xPOPEN",87)
(58,"ras",89)
(59,"SEND",52)
(59,"xAOPEN",86)
(59,"xPOPEN",88)
(59,"ras",90)
(59,"xCLOSE2",91)
(60,"SEND",53)
(60,"rs",74)
(60,"rs1",85)
(60,"rsa",92)
(61,"SEND",54)
(61,"xSEND",60)
(61,"rs",76)
(61,"rs1",87)
(61,"rsa",93)
(62,"SEND",55)
(62,"xAOPEN",92)
(62,"xPOPEN",93)
(62,"xras",94)
(63,"xras",64)
(63,"AOPEN",74)
(63,"POPEN",85)
(63,"ras",95)
(64,"AOPEN",75)
(64,"POPEN",86)
(64,"ras",96)
(64,"xCLOSE2",97)
(65,"xSEND",63)
(65,"xras",66)
(65,"AOPEN",76)
(65,"POPEN",87)
(65,"ras",98)
(66,"xSEND",64)
(66,"AOPEN",77)
(66,"POPEN",88)
(66,"ras",99)
(66,"xCLOSE2",100)
(67,"xras",68)
(67,"AOPEN",78)
(67,"POPEN",89)
(67,"xAOPEN",95)
(67,"xPOPEN",98)
(67,"CLOSE2",101)
(68,"AOPEN",79)
(68,"POPEN",90)
(68,"xAOPEN",96)
(68,"xPOPEN",99)
(68,"CLOSE2",102)
(68,"xCLOSE2",103)
(69,"AOPEN",80)
(69,"POPEN",91)
(69,"xAOPEN",97)
(69,"xPOPEN",100)
(69,"ras",103)
(70,"AOPEN",81)
(70,"POPEN",92)
(70,"xras",104)
(71,"xSEND",70)
(71,"AOPEN",83)
(71,"POPEN",93)
(71,"xras",105)
(72,"AOPEN",84)
(72,"POPEN",94)
(72,"xAOPEN",104)
(72,"xPOPEN",105)
(72,"xCLOSE2",106)
