des(0,2939,1060)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(1,"P0_1",6)
(1,"P2_0",7)
(2,"P1_1",8)
(2,"P2_0",9)
(3,"P2_TAIL",0)
(3,"P0_0",7)
(3,"P1_0",9)
(3,"P3_0",10)
(3,"P4_0",11)
(4,"P2_0",10)
(4,"P3_1",12)
(5,"P2_0",11)
(5,"P4_1",13)
(6,"P0_2",14)
(6,"P1_0",15)
(6,"P2_0",16)
(6,"P3_0",17)
(6,"P4_0",18)
(7,"P2_TAIL",1)
(7,"P0_1",16)
(8,"P0_0",19)
(8,"P1_2",20)
(8,"P2_0",21)
(8,"P3_0",22)
(8,"P4_0",23)
(9,"P2_TAIL",2)
(9,"P1_1",21)
(10,"P2_TAIL",4)
(10,"P3_1",24)
(11,"P2_TAIL",5)
(11,"P4_1",25)
(12,"P2_0",24)
(12,"P0_0",26)
(12,"P1_0",27)
(12,"P3_2",28)
(12,"P4_0",29)
(13,"P2_0",25)
(13,"P0_0",30)
(13,"P1_0",31)
(13,"P3_0",32)
(13,"P4_2",33)
(14,"P0_3",34)
(14,"P1_0",35)
(14,"P3_0",36)
(14,"P4_0",37)
(15,"P0_2",35)
(15,"P2_0",38)
(16,"P2_TAIL",6)
(16,"P1_0",38)
(16,"P3_0",39)
(16,"P4_0",40)
(17,"P0_2",36)
(17,"P2_0",39)
(18,"P0_2",37)
(18,"P2_0",40)
(19,"P1_2",41)
(19,"P2_0",42)
(20,"P0_0",41)
(20,"P1_3",43)
(20,"P3_0",44)
(20,"P4_0",45)
(21,"P2_TAIL",8)
(21,"P0_0",42)
(21,"P3_0",46)
(21,"P4_0",47)
(22,"P1_2",44)
(22,"P2_0",46)
(23,"P1_2",45)
(23,"P2_0",47)
(24,"P2_TAIL",12)
(24,"P0_0",48)
(24,"P1_0",49)
(24,"P4_0",50)
(25,"P2_TAIL",13)
(25,"P0_0",51)
(25,"P1_0",52)
(25,"P3_0",53)
(26,"P2_0",48)
(26,"P3_2",54)
(27,"P2_0",49)
(27,"P3_2",55)
(28,"P0_0",54)
(28,"P1_0",55)
(28,"P3_3",56)
(28,"P4_0",57)
(29,"P2_0",50)
(29,"P3_2",57)
(30,"P2_0",51)
(30,"P4_2",58)
(31,"P2_0",52)
(31,"P4_2",59)
(32,"P2_0",53)
(32,"P4_2",60)
(33,"P0_0",58)
(33,"P1_0",59)
(33,"P3_0",60)
(33,"P4_3",61)
(34,"P0_4",62)
(34,"P1_0",63)
(34,"P3_0",64)
(34,"P4_0",65)
(35,"P0_3",63)
(35,"P1_1",66)
(36,"P0_3",64)
(36,"P3_1",67)
(37,"P0_3",65)
(37,"P4_1",68)
(38,"P2_TAIL",15)
(39,"P2_TAIL",17)
(40,"P2_TAIL",18)
(41,"P0_1",69)
(41,"P1_3",70)
(42,"P2_TAIL",19)
(43,"P0_0",70)
(43,"P1_4",71)
(43,"P2_0",72)
(43,"P3_0",73)
(43,"P4_0",74)
(44,"P1_3",73)
(44,"P3_1",75)
(45,"P1_3",74)
(45,"P4_1",76)
(46,"P2_TAIL",22)
(47,"P2_TAIL",23)
