des(0,468,202)
(0,"t6",1)
(1,"t10",2)
(2,"t3",3)
(2,"t5",4)
(3,"t5",5)
(4,"t3",5)
(4,"t21",6)
(5,"t21",7)
(6,"t3",7)
(6,"t17",8)
(8,"t0",9)
(8,"t16",10)
(9,"t16",11)
(9,"t7",12)
(10,"t0",11)
(10,"t10",13)
(10,"t15",14)
(11,"t10",15)
(11,"t7",16)
(12,"t16",16)
(13,"t0",15)
(13,"t13",17)
(13,"t3",18)
(13,"t5",19)
(14,"t8",17)
(14,"t4",20)
(14,"t7",21)
(15,"t3",22)
(15,"t5",23)
(15,"t7",24)
(16,"t10",24)
(16,"t14",25)
(17,"t7",4)
(17,"t21",26)
(17,"t3",27)
(18,"t0",22)
(18,"t13",27)
(18,"t5",28)
(19,"t0",23)
(19,"t3",28)
(19,"t21",29)
(20,"t21",30)
(20,"t7",31)
(21,"t8",4)
(21,"t4",31)
(22,"t5",32)
(22,"t7",33)
(23,"t3",32)
(23,"t21",34)
(23,"t7",35)
(24,"t3",33)
(24,"t5",35)
(24,"t12",36)
(25,"t1",14)
(25,"t8",36)
(25,"t4",37)
(26,"t7",6)
(26,"t3",38)
(27,"t7",5)
(27,"t21",38)
(28,"t0",32)
(28,"t21",39)
(29,"t0",34)
(29,"t3",39)
(29,"t15",40)
(30,"t10",41)
(30,"t7",42)
(31,"t21",42)
(32,"t21",43)
(32,"t7",44)
(33,"t5",44)
(33,"t12",45)
(34,"t3",43)
(34,"t7",46)
(35,"t3",44)
(35,"t21",46)
(36,"t1",17)
(36,"t3",45)
(36,"t21",47)
(37,"t1",20)
(37,"t21",48)
(38,"t7",7)
(39,"t0",43)
(39,"t15",49)
(40,"t3",49)
(40,"t4",50)
(40,"t7",51)
(41,"t5",50)
(41,"t3",52)
(41,"t7",53)
(42,"t10",53)
(42,"t19",54)
(43,"t7",55)
(44,"t21",55)
(45,"t1",27)
(45,"t21",56)
(46,"t3",55)
(46,"t14",57)
(46,"t17",58)
(47,"t18",9)
(47,"t1",26)
(47,"t3",56)
(48,"t1",30)
(48,"t10",59)
(48,"t20",60)
(49,"t4",61)
(49,"t7",62)
(50,"t3",61)
(50,"t7",63)
(51,"t3",62)
(51,"t4",63)
(51,"t17",64)
(52,"t5",61)
(52,"t7",65)
(53,"t5",63)
(53,"t3",65)
(53,"t17",66)
(54,"t2",8)
(54,"t0",60)
(54,"t11",66)
(55,"t14",67)
(56,"t1",38)
(57,"t1",40)
(57,"t3",67)
(57,"t18",68)
(57,"t4",69)
(58,"t15",68)
(58,"t0",70)
(59,"t1",41)
(59,"t5",69)
(59,"t18",71)
(59,"t3",72)
(60,"t2",9)
(60,"t11",71)
(60,"t7",73)
(61,"t7",74)
(62,"t4",74)
(63,"t3",74)
(63,"t17",75)
(64,"t0",68)
(64,"t4",75)
(64,"t16",76)
(65,"t5",74)
(66,"t0",71)
(66,"t5",75)
(66,"t16",77)
(67,"t1",49)
(67,"t4",78)
(68,"t16",79)
(68,"t4",80)
(68,"t7",81)
(69,"t1",50)
(69,"t3",78)
(69,"t18",80)
(70,"t7",82)
(71,"t5",80)
(71,"t16",83)
(71,"t7",84)
(72,"t1",52)
(72,"t5",78)
(73,"t2",12)
(73,"t11",84)
(75,"t0",80)
(75,"t16",85)
(75,"t21",86)
(76,"t8",19)
(76,"t0",79)
(76,"t4",85)
(77,"t13",20)
(77,"t0",83)
(77,"t5",85)
(78,"t1",61)
(79,"t8",23)
(79,"t4",87)
(79,"t7",88)
(80,"t16",87)
(80,"t21",89)
(80,"t7",90)
(81,"t16",88)
(81,"t4",90)
(82,"t14",91)
(83,"t5",87)
(83,"t7",92)
(84,"t5",90)
(84,"t16",92)
(85,"t0",87)
(85,"t21",93)
(86,"t0",89)
(86,"t16",93)
(87,"t21",94)
(87,"t7",95)
(88,"t8",35)
(88,"t4",95)
(89,"t16",94)
(89,"t7",96)
(90,"t16",95)
(90,"t21",96)
(91,"t1",68)
(91,"t16",97)
(91,"t4",98)
(92,"t12",37)
(92,"t5",95)
(93,"t0",94)
(93,"t10",99)
(93,"t15",100)
(94,"t10",101)
(94,"t7",102)
(95,"t21",102)
(96,"t16",102)
(97,"t1",79)
(97,"t4",103)
(97,"t8",104)
(98,"t1",80)
(98,"t16",103)
(98,"t21",105)
(99,"t13",50)
(99,"t0",101)
(99,"t3",106)
(99,"t5",107)
(100,"t8",50)
(100,"t4",108)
(100,"t7",109)
(101,"t3",110)
(101,"t5",111)
(101,"t7",112)
(102,"t10",112)
(102,"t14",113)
(102,"t19",114)
(103,"t1",87)
(103,"t21",115)
(104,"t1",23)
(104,"t21",116)
(104,"t3",117)
(105,"t1",89)
(105,"t16",115)
(106,"t13",61)
(106,"t0",110)
(106,"t5",118)
(107,"t0",111)
(107,"t3",118)
(108,"t7",119)
(109,"t8",63)
(109,"t4",119)
(109,"t19",120)
(110,"t5",121)
(110,"t7",122)
(111,"t3",121)
(111,"t7",123)
(112,"t12",69)
(112,"t3",122)
(112,"t5",123)
(112,"t17",124)
(113,"t8",69)
(113,"t1",100)
(113,"t20",125)
(113,"t4",126)
(114,"t2",58)
(114,"t11",124)
(114,"t15",125)
(114,"t0",127)
(115,"t1",94)
(115,"t20",127)
(115,"t10",128)
(116,"t1",34)
(116,"t18",70)
(116,"t3",129)
(117,"t1",32)
(117,"t21",129)
(118,"t0",121)
(119,"t19",130)
(120,"t2",64)
(120,"t9",75)
(120,"t0",125)
(120,"t4",130)
(121,"t7",131)
(122,"t12",78)
(122,"t5",131)
(123,"t3",131)
(123,"t17",132)
(124,"t13",80)
(124,"t5",132)
(124,"t0",133)
(125,"t2",68)
(125,"t9",80)
(125,"t4",134)
(125,"t7",135)
(126,"t1",108)
(126,"t20",134)
(127,"t2",70)
(127,"t11",133)
(127,"t7",136)
(128,"t1",101)
(128,"t18",133)
(128,"t3",137)
(128,"t5",138)
(129,"t1",43)
(130,"t2",75)
(130,"t0",134)
(130,"t21",139)
(132,"t0",140)
(132,"t21",141)
(133,"t5",140)
(133,"t7",142)
(134,"t2",80)
(134,"t21",143)
(134,"t7",144)
(135,"t2",81)
(135,"t9",90)
(135,"t4",144)
(136,"t2",82)
(136,"t11",142)
(136,"t14",145)
(137,"t1",110)
(137,"t5",146)
(138,"t1",111)
(138,"t18",140)
(138,"t3",146)
(139,"t2",86)
(139,"t0",143)
(139,"t11",147)
(140,"t21",148)
(140,"t7",149)
(141,"t0",148)
(141,"t15",150)
(142,"t12",98)
(142,"t5",149)
(143,"t2",89)
(143,"t11",151)
(143,"t7",152)
(144,"t2",90)
(144,"t21",152)
(145,"t2",91)
(145,"t9",98)
(145,"t1",125)
(145,"t4",153)
(146,"t1",121)
(147,"t0",151)
(147,"t16",154)
(147,"t5",155)
(148,"t7",156)
(149,"t21",156)
(150,"t16",157)
(150,"t4",158)
(150,"t7",159)
(151,"t5",158)
(151,"t16",160)
(151,"t7",161)
(152,"t2",96)
(152,"t11",161)
(153,"t2",98)
(153,"t1",134)
(153,"t21",162)
(154,"t13",108)
(154,"t0",160)
(154,"t5",163)
(155,"t0",158)
(155,"t16",163)
(156,"t14",164)
(157,"t8",111)
(157,"t4",165)
(157,"t7",166)
(158,"t16",165)
(158,"t7",167)
(159,"t16",166)
(159,"t4",167)
(160,"t5",165)
(160,"t7",168)
(161,"t5",167)
(161,"t16",168)
(162,"t2",105)
(162,"t1",143)
(162,"t11",169)
(163,"t0",165)
(164,"t1",150)
(164,"t16",170)
(164,"t4",171)
(165,"t7",172)
(166,"t8",123)
(166,"t4",172)
(166,"t19",173)
(167,"t16",172)
(168,"t12",126)
(168,"t5",172)
(168,"t19",174)
(169,"t1",151)
(169,"t5",171)
(169,"t16",175)
(170,"t8",138)
(170,"t1",157)
(170,"t20",176)
(170,"t4",177)
(171,"t1",158)
(171,"t16",177)
(172,"t19",178)
(173,"t9",132)
(173,"t0",176)
(173,"t4",178)
(173,"t2",179)
(174,"t2",124)
(174,"t13",134)
(174,"t5",178)
(174,"t0",180)
(175,"t1",160)
(175,"t5",177)
(175,"t20",180)
(176,"t9",140)
(176,"t2",181)
(176,"t4",182)
