des(0,245,110)
(0,"p_start",1)
(1,"p_start",2)
(1,"r_starts",3)
(2,"p_start",4)
(2,"r_starts",5)
(3,"p_start",5)
(3,"p_started",6)
(4,"r_starts",7)
(5,"p_start",7)
(5,"p_started",8)
(5,"r_starts",9)
(6,"p_start",8)
(6,"p_intoSC",10)
(6,"p_sop",11)
(7,"p_started",12)
(7,"r_starts",13)
(8,"p_start",12)
(8,"p_intoSC",14)
(8,"p_sop",15)
(8,"r_starts",16)
(9,"p_start",13)
(9,"p_started",16)
(10,"p_start",14)
(10,"p_move",17)
(11,"p_start",15)
(12,"p_intoSC",18)
(12,"p_sop",19)
(12,"r_starts",20)
(13,"p_started",20)
(14,"p_start",18)
(14,"p_move",21)
(14,"r_starts",22)
(15,"p_start",19)
(15,"r_starts",23)
(16,"p_start",20)
(16,"p_intoSC",22)
(16,"p_sop",23)
(16,"p_started",24)
(17,"p_start",21)
(17,"r_begin_move",25)
(18,"p_move",26)
(18,"r_starts",27)
(19,"p_start",28)
(19,"r_starts",29)
(20,"p_intoSC",27)
(20,"p_sop",29)
(20,"p_started",30)
(21,"p_start",26)
(21,"r_begin_move",31)
(21,"r_starts",32)
(22,"p_start",27)
(22,"p_move",32)
(22,"p_started",33)
(23,"p_start",29)
(23,"p_started",34)
(24,"p_start",30)
(24,"p_intoSC",33)
(24,"p_sop",34)
(25,"p_start",31)
(25,"r_end_move",35)
(26,"r_begin_move",36)
(26,"r_starts",37)
(27,"p_move",37)
(27,"p_started",38)
(28,"r_starts",39)
(29,"p_start",39)
(29,"p_started",40)
(30,"p_intoSC",38)
(30,"p_sop",40)
(31,"p_start",36)
(31,"r_end_move",41)
(31,"r_starts",42)
(32,"p_start",37)
(32,"r_begin_move",42)
(32,"p_started",43)
(33,"p_start",38)
(33,"p_move",43)
(33,"p_intoSC",44)
(33,"p_sop",45)
(34,"p_start",40)
(34,"p_intoSC",45)
(34,"p_sop",46)
(35,"p_start",41)
(35,"p_moved",47)
(36,"r_end_move",48)
(36,"r_starts",49)
(37,"r_begin_move",49)
(37,"p_started",50)
(38,"p_move",50)
(38,"p_intoSC",51)
(38,"p_sop",52)
(39,"p_started",53)
(40,"p_intoSC",52)
(40,"p_start",53)
(40,"p_sop",54)
(41,"p_start",48)
(41,"p_moved",55)
(41,"r_starts",56)
(42,"p_start",49)
(42,"r_end_move",56)
(42,"p_started",57)
(43,"p_start",50)
(43,"r_begin_move",57)
(43,"p_intoSC",58)
(43,"p_sop",59)
(44,"p_start",51)
(44,"p_move",58)
(45,"p_start",52)
(45,"p_move",59)
(46,"p_start",54)
(47,"p_relSC",6)
(47,"p_start",55)
(48,"p_moved",60)
(48,"r_starts",61)
(49,"r_end_move",61)
(49,"p_started",62)
(50,"r_begin_move",62)
(50,"p_intoSC",63)
(50,"p_sop",64)
(51,"p_move",63)
(52,"p_move",64)
(52,"p_start",65)
(53,"p_intoSC",65)
(53,"p_sop",66)
(54,"p_start",66)
(55,"p_relSC",8)
(55,"p_start",60)
(55,"r_starts",67)
(56,"p_start",61)
(56,"p_moved",67)
(56,"p_started",68)
(57,"p_start",62)
(57,"r_end_move",68)
(57,"p_intoSC",69)
(57,"p_sop",70)
(58,"p_start",63)
(58,"r_begin_move",69)
(58,"p_move",71)
(59,"p_start",64)
(59,"r_begin_move",70)
(60,"p_relSC",12)
(60,"r_starts",72)
(61,"p_moved",72)
(61,"p_started",73)
(62,"r_end_move",73)
(62,"p_intoSC",74)
(62,"p_sop",75)
(63,"r_begin_move",74)
(63,"p_move",76)
(64,"r_begin_move",75)
(64,"p_start",77)
(65,"p_move",77)
(66,"p_start",78)
(67,"p_relSC",16)
(67,"p_start",72)
(67,"p_started",79)
(68,"p_start",73)
(68,"p_moved",79)
(68,"p_intoSC",80)
(68,"p_sop",81)
(69,"p_start",74)
(69,"r_end_move",80)
(69,"p_move",82)
(70,"p_start",75)
(70,"r_end_move",81)
(71,"p_start",76)
(71,"r_begin_move",82)
(72,"p_relSC",20)
(72,"p_started",83)
(73,"p_moved",83)
(73,"p_intoSC",84)
(73,"p_sop",85)
(74,"r_end_move",84)
(74,"p_move",86)
(75,"r_end_move",85)
(75,"p_start",87)
(76,"r_begin_move",86)
(77,"r_begin_move",87)
(79,"p_relSC",24)
(79,"p_start",83)
(79,"p_intoSC",88)
(79,"p_sop",89)
(80,"p_start",84)
(80,"p_moved",88)
(80,"p_move",90)
(81,"p_start",85)
(81,"p_moved",89)
(82,"p_start",86)
(82,"r_end_move",90)
(82,"r_begin_move",91)
(83,"p_relSC",30)
(83,"p_intoSC",92)
(83,"p_sop",93)
(84,"p_moved",92)
(84,"p_move",94)
(85,"p_moved",93)
(85,"p_start",95)
(86,"r_end_move",94)
(86,"r_begin_move",96)
(87,"r_end_move",95)
(88,"p_relSC",33)
(88,"p_start",92)
(88,"p_move",97)
(89,"p_relSC",34)
(89,"p_start",93)
(90,"p_start",94)
(90,"p_moved",97)
(90,"r_begin_move",98)
(91,"p_start",96)
(91,"r_end_move",98)
(92,"p_relSC",38)
(92,"p_move",99)
(93,"p_relSC",40)
(93,"p_start",100)
(94,"p_moved",99)
(94,"r_begin_move",101)
(95,"p_moved",100)
(96,"r_end_move",101)
(97,"p_relSC",43)
(97,"p_start",99)
(97,"r_begin_move",102)
(98,"p_start",101)
(98,"p_moved",102)
(98,"r_end_move",103)
(99,"p_relSC",50)
(99,"r_begin_move",104)
(100,"p_relSC",53)
(101,"p_moved",104)
(101,"r_end_move",105)
(102,"p_relSC",57)
(102,"p_start",104)
(102,"r_end_move",106)
(103,"p_start",105)
(103,"p_moved",106)
(104,"p_relSC",62)
(104,"r_end_move",107)
(105,"p_moved",107)
(106,"p_relSC",68)
(106,"p_start",107)
(106,"p_moved",108)
(107,"p_relSC",73)
(107,"p_moved",109)
(108,"p_relSC",79)
(108,"p_start",109)
(109,"p_relSC",83)
