des(0,188992,36421)
(0,"AOPEN",1)
(0,"POPEN",2)
(0,"xAOPEN",3)
(0,"xPOPEN",4)
(1,"AOPEN",5)
(1,"POPEN",6)
(1,"xAOPEN",7)
(1,"xPOPEN",8)
(2,"SEND",1)
(2,"AOPEN",6)
(2,"POPEN",9)
(2,"xAOPEN",10)
(2,"xPOPEN",11)
(3,"AOPEN",7)
(3,"POPEN",10)
(3,"xAOPEN",12)
(3,"xPOPEN",13)
(4,"AOPEN",8)
(4,"POPEN",11)
(4,"xAOPEN",13)
(4,"xPOPEN",14)
(4,"xSEND",15)
(5,"AOPEN",16)
(5,"POPEN",17)
(5,"xAOPEN",18)
(5,"xPOPEN",19)
(6,"SEND",5)
(6,"AOPEN",17)
(6,"POPEN",20)
(6,"xAOPEN",21)
(6,"xPOPEN",22)
(7,"AOPEN",18)
(7,"POPEN",21)
(7,"rs1",23)
(7,"xAOPEN",24)
(7,"xPOPEN",25)
(8,"AOPEN",19)
(8,"POPEN",22)
(8,"xAOPEN",25)
(8,"xPOPEN",26)
(8,"xSEND",27)
(8,"xrs",28)
(9,"SEND",6)
(9,"AOPEN",20)
(9,"POPEN",29)
(9,"xAOPEN",30)
(9,"xPOPEN",31)
(10,"SEND",7)
(10,"AOPEN",21)
(10,"rs",23)
(10,"POPEN",30)
(10,"xAOPEN",32)
(10,"xPOPEN",33)
(11,"SEND",8)
(11,"AOPEN",22)
(11,"POPEN",31)
(11,"xAOPEN",33)
(11,"xPOPEN",34)
(11,"xSEND",35)
(12,"AOPEN",24)
(12,"POPEN",32)
(12,"xAOPEN",36)
(12,"xPOPEN",37)
(13,"AOPEN",25)
(13,"POPEN",33)
(13,"xAOPEN",37)
(13,"xPOPEN",38)
(13,"xSEND",39)
(14,"AOPEN",26)
(14,"POPEN",34)
(14,"xAOPEN",38)
(14,"xPOPEN",40)
(14,"xSEND",41)
(15,"AOPEN",27)
(15,"POPEN",35)
(15,"xAOPEN",39)
(15,"xPOPEN",41)
(16,"xAOPEN",42)
(16,"xPOPEN",43)
(17,"SEND",16)
(17,"xAOPEN",44)
(17,"xPOPEN",45)
(18,"AOPEN",42)
(18,"POPEN",44)
(18,"rs1",46)
(18,"xAOPEN",47)
(18,"xPOPEN",48)
(19,"AOPEN",43)
(19,"POPEN",45)
(19,"xAOPEN",48)
(19,"xPOPEN",49)
(19,"xSEND",50)
(19,"xrs",51)
(20,"SEND",17)
(20,"xAOPEN",52)
(20,"xPOPEN",53)
(21,"SEND",18)
(21,"AOPEN",44)
(21,"rs",46)
(21,"POPEN",52)
(21,"rs1",54)
(21,"xAOPEN",55)
(21,"xPOPEN",56)
(22,"SEND",19)
(22,"AOPEN",45)
(22,"POPEN",53)
(22,"xAOPEN",56)
(22,"xPOPEN",57)
(22,"xSEND",58)
(22,"xrs",59)
(23,"AOPEN",46)
(23,"POPEN",54)
(23,"xAOPEN",60)
(23,"xPOPEN",61)
(24,"AOPEN",47)
(24,"POPEN",55)
(24,"rs1",60)
(24,"xAOPEN",62)
(24,"xPOPEN",63)
(25,"AOPEN",48)
(25,"POPEN",56)
(25,"rs1",61)
(25,"xAOPEN",63)
(25,"xPOPEN",64)
(25,"xSEND",65)
(25,"xrs",66)
(26,"AOPEN",49)
(26,"POPEN",57)
(26,"xAOPEN",64)
(26,"xPOPEN",67)
(26,"xSEND",68)
(26,"xrs",69)
(27,"xrs1",28)
(27,"AOPEN",50)
(27,"POPEN",58)
(27,"xAOPEN",65)
(27,"xPOPEN",68)
(27,"rs1",70)
(28,"AOPEN",51)
(28,"POPEN",59)
(28,"xAOPEN",66)
(28,"xPOPEN",69)
(28,"rs1",71)
(28,"rsa",72)
(29,"SEND",20)
(29,"xAOPEN",73)
(29,"xPOPEN",74)
(30,"SEND",21)
(30,"AOPEN",52)
(30,"rs",54)
(30,"POPEN",73)
(30,"xAOPEN",75)
(30,"xPOPEN",76)
(31,"SEND",22)
(31,"AOPEN",53)
(31,"POPEN",74)
(31,"xAOPEN",76)
(31,"xPOPEN",77)
(31,"xSEND",78)
(32,"SEND",24)
(32,"AOPEN",55)
(32,"rs",60)
(32,"POPEN",75)
(32,"xAOPEN",79)
(32,"xPOPEN",80)
(33,"SEND",25)
(33,"AOPEN",56)
(33,"rs",61)
(33,"POPEN",76)
(33,"xAOPEN",80)
(33,"xPOPEN",81)
(33,"xSEND",82)
(34,"SEND",26)
(34,"AOPEN",57)
(34,"POPEN",77)
(34,"xAOPEN",81)
(34,"xPOPEN",83)
(34,"xSEND",84)
(35,"SEND",27)
(35,"AOPEN",58)
(35,"rs",70)
(35,"POPEN",78)
(35,"xAOPEN",82)
(35,"xPOPEN",84)
(36,"AOPEN",62)
(36,"POPEN",79)
(37,"AOPEN",63)
(37,"POPEN",80)
(37,"xSEND",85)
(38,"AOPEN",64)
(38,"POPEN",81)
(38,"xSEND",86)
(39,"AOPEN",65)
(39,"POPEN",82)
(39,"xAOPEN",85)
(39,"xPOPEN",86)
(40,"AOPEN",67)
(40,"POPEN",83)
(40,"xSEND",87)
(41,"AOPEN",68)
(41,"POPEN",84)
(41,"xAOPEN",86)
(41,"xPOPEN",87)
(41,"xSEND",88)
(42,"rs1",89)
(42,"xAOPEN",90)
(42,"xPOPEN",91)
(43,"xAOPEN",91)
(43,"xPOPEN",92)
(43,"xSEND",93)
(43,"xrs",94)
(44,"SEND",42)
(44,"rs",89)
(44,"rs1",95)
(44,"xAOPEN",96)
(44,"xPOPEN",97)
(45,"SEND",43)
(45,"xAOPEN",97)
(45,"xPOPEN",98)
(45,"xSEND",99)
(45,"xrs",100)
(46,"AOPEN",89)
(46,"POPEN",95)
(46,"xAOPEN",101)
(46,"xPOPEN",102)
(47,"AOPEN",90)
(47,"POPEN",96)
(47,"rs1",101)
(47,"xAOPEN",103)
(47,"xPOPEN",104)
(48,"AOPEN",91)
(48,"POPEN",97)
(48,"rs1",102)
(48,"xAOPEN",104)
(48,"xPOPEN",105)
(48,"xSEND",106)
(48,"xrs",107)
(49,"AOPEN",92)
(49,"POPEN",98)
(49,"xAOPEN",105)
(49,"xPOPEN",108)
(49,"xSEND",109)
(49,"xrs",110)
(50,"xrs1",51)
(50,"AOPEN",93)
(50,"POPEN",99)
(50,"xAOPEN",106)
(50,"xPOPEN",109)
(50,"rs1",111)
(51,"AOPEN",94)
(51,"POPEN",100)
(51,"xAOPEN",107)
(51,"xPOPEN",110)
(51,"rs1",112)
(51,"rsa",113)
(52,"SEND",44)
(52,"rs",95)
(52,"rs1",114)
(52,"xAOPEN",115)
(52,"xPOPEN",116)
(53,"SEND",45)
(53,"xAOPEN",116)
(53,"xPOPEN",117)
(53,"xSEND",118)
(53,"xrs",119)
(54,"SEND",46)
(54,"AOPEN",95)
(54,"POPEN",114)
(54,"xAOPEN",120)
(54,"xPOPEN",121)
(55,"SEND",47)
(55,"AOPEN",96)
(55,"rs",101)
(55,"POPEN",115)
(55,"rs1",120)
(55,"xAOPEN",122)
(55,"xPOPEN",123)
(56,"SEND",48)
(56,"AOPEN",97)
(56,"rs",102)
(56,"POPEN",116)
(56,"rs1",121)
(56,"xAOPEN",123)
(56,"xPOPEN",124)
(56,"xSEND",125)
(56,"xrs",126)
(57,"SEND",49)
(57,"AOPEN",98)
(57,"POPEN",117)
(57,"xAOPEN",124)
(57,"xPOPEN",127)
(57,"xSEND",128)
(57,"xrs",129)
(58,"SEND",50)
(58,"xrs1",59)
(58,"AOPEN",99)
(58,"rs",111)
(58,"POPEN",118)
(58,"xAOPEN",125)
(58,"xPOPEN",128)
(58,"rs1",130)
(59,"SEND",51)
(59,"AOPEN",100)
(59,"rs",112)
(59,"POPEN",119)
