des(0,328,143)
(0,"p_start",1)
(1,"p_start",2)
(1,"r_starts",3)
(2,"p_start",4)
(2,"r_starts",5)
(3,"p_start",5)
(3,"p_started",6)
(4,"r_starts",7)
(5,"p_start",7)
(5,"p_started",8)
(5,"r_starts",9)
(6,"p_start",8)
(6,"p_intoSC",10)
(6,"p_sop",11)
(7,"p_started",12)
(7,"r_starts",13)
(8,"p_start",12)
(8,"p_intoSC",14)
(8,"p_sop",15)
(8,"r_starts",16)
(9,"p_start",13)
(9,"p_started",16)
(10,"p_start",14)
(10,"p_move",17)
(11,"p_start",15)
(11,"r_stops",18)
(12,"p_intoSC",19)
(12,"p_sop",20)
(12,"r_starts",21)
(13,"p_started",21)
(14,"p_start",19)
(14,"p_move",22)
(14,"r_starts",23)
(15,"p_start",20)
(15,"r_starts",24)
(15,"r_stops",25)
(16,"p_start",21)
(16,"p_intoSC",23)
(16,"p_sop",24)
(16,"p_started",26)
(17,"p_start",22)
(17,"r_begin_move",27)
(18,"p_start",25)
(19,"p_move",28)
(19,"r_starts",29)
(20,"p_start",30)
(20,"r_starts",31)
(20,"r_stops",32)
(21,"p_intoSC",29)
(21,"p_sop",31)
(21,"p_started",33)
(22,"p_start",28)
(22,"r_begin_move",34)
(22,"r_starts",35)
(23,"p_start",29)
(23,"p_move",35)
(23,"p_started",36)
(24,"p_start",31)
(24,"p_started",37)
(24,"r_stops",38)
(25,"p_start",32)
(25,"r_starts",38)
(26,"p_start",33)
(26,"p_intoSC",36)
(26,"p_sop",37)
(27,"p_start",34)
(27,"r_end_move",39)
(28,"r_begin_move",40)
(28,"r_starts",41)
(29,"p_move",41)
(29,"p_started",42)
(30,"r_starts",43)
(30,"r_stops",44)
(31,"p_start",43)
(31,"p_started",45)
(31,"r_stops",46)
(32,"p_start",44)
(32,"r_starts",46)
(33,"p_intoSC",42)
(33,"p_sop",45)
(34,"p_start",40)
(34,"r_end_move",47)
(34,"r_starts",48)
(35,"p_start",41)
(35,"r_begin_move",48)
(35,"p_started",49)
(36,"p_start",42)
(36,"p_move",49)
(36,"p_intoSC",50)
(36,"p_sop",51)
(37,"p_start",45)
(37,"p_intoSC",51)
(37,"p_sop",52)
(37,"r_stops",53)
(38,"p_start",46)
(38,"p_started",53)
(39,"p_start",47)
(39,"p_moved",54)
(40,"r_end_move",55)
(40,"r_starts",56)
(41,"r_begin_move",56)
(41,"p_started",57)
(42,"p_move",57)
(42,"p_intoSC",58)
(42,"p_sop",59)
(43,"p_started",60)
(43,"r_stops",61)
(44,"r_starts",61)
(45,"p_intoSC",59)
(45,"p_start",60)
(45,"p_sop",62)
(45,"r_stops",63)
(46,"p_start",61)
(46,"p_started",63)
(47,"p_start",55)
(47,"p_moved",64)
(47,"r_starts",65)
(48,"p_start",56)
(48,"r_end_move",65)
(48,"p_started",66)
(49,"p_start",57)
(49,"r_begin_move",66)
(49,"p_intoSC",67)
(49,"p_sop",68)
(50,"p_start",58)
(50,"p_move",67)
(51,"p_start",59)
(51,"p_move",68)
(51,"r_stops",69)
(52,"p_start",62)
(52,"r_stops",70)
(53,"p_start",63)
(53,"p_intoSC",69)
(53,"p_sop",70)
(54,"p_relSC",6)
(54,"p_start",64)
(55,"p_moved",71)
(55,"r_starts",72)
(56,"r_end_move",72)
(56,"p_started",73)
(57,"r_begin_move",73)
(57,"p_intoSC",74)
(57,"p_sop",75)
(58,"p_move",74)
(59,"p_move",75)
(59,"p_start",76)
(59,"r_stops",77)
(60,"p_intoSC",76)
(60,"p_sop",78)
(60,"r_stops",79)
(61,"p_started",79)
(62,"p_start",78)
(62,"r_stops",80)
(63,"p_intoSC",77)
(63,"p_start",79)
(63,"p_sop",80)
(64,"p_relSC",8)
(64,"p_start",71)
(64,"r_starts",81)
(65,"p_start",72)
(65,"p_moved",81)
(65,"p_started",82)
(66,"p_start",73)
(66,"r_end_move",82)
(66,"p_intoSC",83)
(66,"p_sop",84)
(67,"p_start",74)
(67,"r_begin_move",83)
(67,"p_move",85)
(68,"p_start",75)
(68,"r_begin_move",84)
(68,"r_stops",86)
(69,"p_start",77)
(69,"p_move",86)
(70,"p_start",80)
(70,"r_stops",87)
(71,"p_relSC",12)
(71,"r_starts",88)
(72,"p_moved",88)
(72,"p_started",89)
(73,"r_end_move",89)
(73,"p_intoSC",90)
(73,"p_sop",91)
(74,"r_begin_move",90)
(74,"p_move",92)
(75,"r_begin_move",91)
(75,"p_start",93)
(75,"r_stops",94)
(76,"p_move",93)
(76,"r_stops",95)
(77,"p_move",94)
(77,"p_start",95)
(78,"p_start",96)
(78,"r_stops",97)
(79,"p_intoSC",95)
(79,"p_sop",97)
(80,"p_start",97)
(80,"r_stops",98)
(81,"p_relSC",16)
(81,"p_start",88)
(81,"p_started",99)
(82,"p_start",89)
(82,"p_moved",99)
(82,"p_intoSC",100)
(82,"p_sop",101)
(83,"p_start",90)
(83,"r_end_move",100)
(83,"p_move",102)
(84,"p_start",91)
(84,"r_end_move",101)
(84,"r_stops",103)
(85,"p_start",92)
(85,"r_begin_move",102)
(86,"p_start",94)
(86,"r_begin_move",103)
(87,"p_start",98)
(88,"p_relSC",21)
(88,"p_started",104)
(89,"p_moved",104)
(89,"p_intoSC",105)
(89,"p_sop",106)
(90,"r_end_move",105)
(90,"p_move",107)
(91,"r_end_move",106)
(91,"p_start",108)
(91,"r_stops",109)
(92,"r_begin_move",107)
(93,"r_begin_move",108)
(93,"r_stops",110)
(94,"r_begin_move",109)
(94,"p_start",110)
(95,"p_move",110)
(96,"r_stops",111)
(97,"p_start",111)
(97,"r_stops",112)
(98,"p_start",112)
(99,"p_relSC",26)
(99,"p_start",104)
(99,"p_intoSC",113)
(99,"p_sop",114)
(100,"p_start",105)
(100,"p_moved",113)
(100,"p_move",115)
(101,"p_start",106)
(101,"p_moved",114)
(101,"r_stops",116)
(102,"p_start",107)
(102,"r_end_move",115)
(102,"r_begin_move",117)
(103,"p_start",109)
(103,"r_end_move",116)
(104,"p_relSC",33)
(104,"p_intoSC",118)
(104,"p_sop",119)
(105,"p_moved",118)
(105,"p_move",120)
(106,"p_moved",119)
(106,"p_start",121)
(106,"r_stops",122)
(107,"r_end_move",120)
(107,"r_begin_move",123)
(108,"r_end_move",121)
(108,"r_stops",124)
(109,"r_end_move",122)
(109,"p_start",124)
(110,"r_begin_move",124)
(111,"r_stops",125)
(112,"p_start",125)
(113,"p_relSC",36)
(113,"p_start",118)
(113,"p_move",126)
(114,"p_relSC",37)
(114,"p_start",119)
(114,"r_stops",127)
(115,"p_start",120)
(115,"p_moved",126)
(115,"r_begin_move",128)
(116,"p_start",122)
(116,"p_moved",127)
(117,"p_start",123)
(117,"r_end_move",128)
(118,"p_relSC",42)
(118,"p_move",129)
(119,"p_relSC",45)
(119,"p_start",130)
(119,"r_stops",131)
(120,"p_moved",129)
(120,"r_begin_move",132)
(121,"p_moved",130)
(121,"r_stops",133)
(122,"p_moved",131)
(122,"p_start",133)
(123,"r_end_move",132)
(124,"r_end_move",133)
(126,"p_relSC",49)
(126,"p_start",129)
(126,"r_begin_move",134)
(127,"p_relSC",53)
(127,"p_start",131)
(128,"p_start",132)
(128,"p_moved",134)
(128,"r_end_move",135)
(129,"p_relSC",57)
(129,"r_begin_move",136)
(130,"p_relSC",60)
(130,"r_stops",137)
(131,"p_relSC",63)
(131,"p_start",137)
(132,"p_moved",136)
(132,"r_end_move",138)
(133,"p_moved",137)
(134,"p_relSC",66)
(134,"p_start",136)
(134,"r_end_move",139)
(135,"p_start",138)
(135,"p_moved",139)
(136,"p_relSC",73)
(136,"r_end_move",140)
(137,"p_relSC",79)
(138,"p_moved",140)
(139,"p_relSC",82)
(139,"p_start",140)
(139,"p_moved",141)
(140,"p_relSC",89)
(140,"p_moved",142)
(141,"p_relSC",99)
(141,"p_start",142)
(142,"p_relSC",104)
