des(0,18414,6320)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(0,"P5_0",6)
(1,"P0_1",7)
(1,"P4_0",8)
(2,"P1_1",9)
(2,"P4_0",10)
(3,"P2_1",11)
(3,"P4_0",12)
(4,"P3_1",13)
(4,"P4_0",14)
(5,"P0_0",8)
(5,"P1_0",10)
(5,"P2_0",12)
(5,"P3_0",14)
(5,"P4_1",15)
(5,"P5_0",16)
(6,"P4_0",16)
(6,"P5_1",17)
(7,"P0_2",18)
(7,"P1_0",19)
(7,"P2_0",20)
(7,"P3_0",21)
(7,"P4_0",22)
(7,"P5_0",23)
(8,"P0_1",22)
(9,"P1_TAIL",0)
(9,"P0_0",24)
(9,"P2_0",25)
(9,"P3_0",26)
(9,"P4_0",27)
(9,"P5_0",28)
(10,"P1_1",27)
(11,"P0_0",29)
(11,"P1_0",30)
(11,"P2_2",31)
(11,"P3_0",32)
(11,"P4_0",33)
(11,"P5_0",34)
(12,"P2_1",33)
(13,"P0_0",35)
(13,"P1_0",36)
(13,"P2_0",37)
(13,"P3_2",38)
(13,"P4_0",39)
(13,"P5_0",40)
(14,"P3_1",39)
(15,"P4_2",41)
(16,"P5_1",42)
(17,"P4_0",42)
(17,"P0_0",43)
(17,"P1_0",44)
(17,"P2_0",45)
(17,"P3_0",46)
(17,"P5_2",47)
(18,"P0_3",48)
(18,"P1_0",49)
(18,"P2_0",50)
(18,"P3_0",51)
(18,"P4_0",52)
(18,"P5_0",53)
(19,"P0_2",49)
(19,"P4_0",54)
(20,"P0_2",50)
(20,"P4_0",55)
(21,"P0_2",51)
(21,"P3_1",56)
(21,"P4_0",57)
(22,"P0_2",52)
(22,"P1_0",54)
(22,"P2_0",55)
(22,"P3_0",57)
(22,"P4_1",58)
(22,"P5_0",59)
(23,"P0_2",53)
(23,"P4_0",59)
(23,"P5_1",60)
(24,"P1_TAIL",1)
(24,"P4_0",61)
(25,"P1_TAIL",3)
(25,"P4_0",62)
(26,"P1_TAIL",4)
(26,"P3_1",63)
(26,"P4_0",64)
(27,"P1_TAIL",5)
(27,"P0_0",61)
(27,"P2_0",62)
(27,"P3_0",64)
(27,"P4_1",65)
(27,"P5_0",66)
(28,"P1_TAIL",6)
(28,"P4_0",66)
(28,"P5_1",67)
(29,"P2_2",68)
(29,"P4_0",69)
(30,"P2_2",70)
(30,"P4_0",71)
(31,"P0_0",68)
(31,"P1_0",70)
(31,"P2_3",72)
(31,"P3_0",73)
(31,"P4_0",74)
(31,"P5_0",75)
(32,"P2_2",73)
(32,"P3_1",76)
(32,"P4_0",77)
(33,"P0_0",69)
(33,"P1_0",71)
(33,"P2_2",74)
(33,"P3_0",77)
(33,"P4_1",78)
(33,"P5_0",79)
(34,"P2_2",75)
(34,"P4_0",79)
(34,"P5_1",80)
(35,"P0_1",56)
(35,"P3_2",81)
(35,"P4_0",82)
(36,"P1_1",63)
(36,"P3_2",83)
(36,"P4_0",84)
(37,"P2_1",76)
(37,"P3_2",85)
(37,"P4_0",86)
(38,"P0_0",81)
(38,"P1_0",83)
(38,"P2_0",85)
(38,"P3_3",87)
