des(0,188,101)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(1,"P0_1",6)
(2,"P1_1",7)
(3,"P2_1",8)
(4,"P3_1",9)
(5,"P4_1",10)
(6,"P0_2",11)
(7,"P0_0",12)
(7,"P1_2",13)
(7,"P2_0",14)
(7,"P3_0",15)
(7,"P4_0",16)
(8,"P0_0",17)
(8,"P1_0",18)
(8,"P2_2",19)
(8,"P3_0",20)
(8,"P4_0",21)
(9,"P0_0",22)
(9,"P1_0",23)
(9,"P2_0",24)
(9,"P3_2",25)
(9,"P4_0",26)
(10,"P0_0",27)
(10,"P1_0",28)
(10,"P2_0",29)
(10,"P3_0",30)
(10,"P4_2",31)
(11,"P0_TAIL",32)
(12,"P1_2",33)
(13,"P1_TAIL",0)
(13,"P0_0",33)
(13,"P2_0",34)
(13,"P3_0",35)
(13,"P4_0",36)
(14,"P1_2",34)
(15,"P1_2",35)
(16,"P1_2",36)
(17,"P2_2",37)
(18,"P2_2",38)
(19,"P2_TAIL",0)
(19,"P0_0",37)
(19,"P1_0",38)
(19,"P3_0",39)
(19,"P4_0",40)
(20,"P2_2",39)
(21,"P2_2",40)
(22,"P3_2",41)
(23,"P3_2",42)
(24,"P3_2",43)
(25,"P3_TAIL",0)
(25,"P0_0",41)
(25,"P1_0",42)
(25,"P2_0",43)
(25,"P4_0",44)
(26,"P3_2",44)
(27,"P4_2",45)
(28,"P4_2",46)
(29,"P4_2",47)
(30,"P4_2",48)
(31,"P4_TAIL",0)
(31,"P0_0",45)
(31,"P1_0",46)
(31,"P2_0",47)
(31,"P3_0",48)
(33,"P1_TAIL",1)
(33,"P0_1",49)
(34,"P1_TAIL",3)
(34,"P2_1",50)
(35,"P1_TAIL",4)
(35,"P3_1",51)
(36,"P1_TAIL",5)
(36,"P4_1",52)
(37,"P2_TAIL",1)
(37,"P0_1",53)
(38,"P2_TAIL",2)
(38,"P1_1",54)
(39,"P2_TAIL",4)
(39,"P3_1",55)
(40,"P2_TAIL",5)
(40,"P4_1",56)
(41,"P3_TAIL",1)
(41,"P0_1",57)
(42,"P3_TAIL",2)
(42,"P1_1",58)
(43,"P3_TAIL",3)
(43,"P2_1",59)
(44,"P3_TAIL",5)
(44,"P4_1",60)
(45,"P4_TAIL",1)
(45,"P0_1",61)
(46,"P4_TAIL",2)
(46,"P1_1",62)
(47,"P4_TAIL",3)
(47,"P2_1",63)
(48,"P4_TAIL",4)
(48,"P3_1",64)
(49,"P1_TAIL",6)
(50,"P1_TAIL",8)
(50,"P0_0",65)
(50,"P3_0",66)
(50,"P4_0",67)
(51,"P1_TAIL",9)
(51,"P0_0",68)
(51,"P2_0",69)
(51,"P4_0",70)
(52,"P1_TAIL",10)
(52,"P0_0",71)
(52,"P2_0",72)
(52,"P3_0",73)
(53,"P2_TAIL",6)
(54,"P2_TAIL",7)
(54,"P0_0",74)
(54,"P3_0",75)
(54,"P4_0",76)
(55,"P2_TAIL",9)
(55,"P0_0",77)
(55,"P1_0",78)
(55,"P4_0",79)
(56,"P2_TAIL",10)
(56,"P0_0",80)
(56,"P1_0",81)
(56,"P3_0",82)
(57,"P3_TAIL",6)
(58,"P3_TAIL",7)
(58,"P0_0",83)
(58,"P2_0",84)
(58,"P4_0",85)
(59,"P3_TAIL",8)
(59,"P0_0",86)
(59,"P1_0",87)
(59,"P4_0",88)
(60,"P3_TAIL",10)
(60,"P0_0",89)
(60,"P1_0",90)
(60,"P2_0",91)
(61,"P4_TAIL",6)
(62,"P4_TAIL",7)
(62,"P0_0",92)
(62,"P2_0",93)
(62,"P3_0",94)
(63,"P4_TAIL",8)
(63,"P0_0",95)
(63,"P1_0",96)
(63,"P3_0",97)
(64,"P4_TAIL",9)
(64,"P0_0",98)
(64,"P1_0",99)
(64,"P2_0",100)
(65,"P1_TAIL",17)
(66,"P1_TAIL",20)
(67,"P1_TAIL",21)
(68,"P1_TAIL",22)
(69,"P1_TAIL",24)
(70,"P1_TAIL",26)
(71,"P1_TAIL",27)
(72,"P1_TAIL",29)
(73,"P1_TAIL",30)
(74,"P2_TAIL",12)
(75,"P2_TAIL",15)
(76,"P2_TAIL",16)
(77,"P2_TAIL",22)
(78,"P2_TAIL",23)
(79,"P2_TAIL",26)
(80,"P2_TAIL",27)
(81,"P2_TAIL",28)
(82,"P2_TAIL",30)
(83,"P3_TAIL",12)
(84,"P3_TAIL",14)
(85,"P3_TAIL",16)
(86,"P3_TAIL",17)
(87,"P3_TAIL",18)
(88,"P3_TAIL",21)
(89,"P3_TAIL",27)
(90,"P3_TAIL",28)
(91,"P3_TAIL",29)
(92,"P4_TAIL",12)
(93,"P4_TAIL",14)
(94,"P4_TAIL",15)
(95,"P4_TAIL",17)
(96,"P4_TAIL",18)
(97,"P4_TAIL",20)
(98,"P4_TAIL",22)
(99,"P4_TAIL",23)
(100,"P4_TAIL",24)
