des(0,23519,9166)
(0,"P0_0",1)
(0,"P1_0",2)
(0,"P2_0",3)
(0,"P3_0",4)
(0,"P4_0",5)
(0,"P5_0",6)
(1,"P0_1",7)
(1,"P1_0",8)
(1,"P2_0",9)
(1,"P3_0",10)
(1,"P4_0",11)
(1,"P5_0",12)
(2,"P0_0",8)
(2,"P1_1",13)
(2,"P2_0",14)
(2,"P3_0",15)
(2,"P4_0",16)
(2,"P5_0",17)
(3,"P0_0",9)
(3,"P1_0",14)
(3,"P2_1",18)
(4,"P0_0",10)
(4,"P1_0",15)
(4,"P3_1",19)
(5,"P0_0",11)
(5,"P1_0",16)
(5,"P4_1",20)
(6,"P0_0",12)
(6,"P1_0",17)
(6,"P5_1",21)
(7,"P0_2",22)
(7,"P2_0",23)
(7,"P3_0",24)
(7,"P4_0",25)
(7,"P5_0",26)
(8,"P1_1",27)
(8,"P2_0",28)
(8,"P3_0",29)
(8,"P4_0",30)
(8,"P5_0",31)
(9,"P0_1",23)
(9,"P1_0",28)
(9,"P2_1",32)
(10,"P0_1",24)
(10,"P1_0",29)
(10,"P3_1",33)
(11,"P0_1",25)
(11,"P1_0",30)
(11,"P4_1",34)
(12,"P0_1",26)
(12,"P1_0",31)
(12,"P5_1",35)
(13,"P0_0",27)
(13,"P1_2",36)
(14,"P0_0",28)
(15,"P0_0",29)
(16,"P0_0",30)
(17,"P0_0",31)
(18,"P0_0",32)
(18,"P2_2",37)
(18,"P3_0",38)
(18,"P4_0",39)
(18,"P5_0",40)
(19,"P0_0",33)
(19,"P2_0",41)
(19,"P3_2",42)
(19,"P4_0",43)
(19,"P5_0",44)
(20,"P0_0",34)
(20,"P2_0",45)
(20,"P3_0",46)
(20,"P4_2",47)
(20,"P5_0",48)
(21,"P0_0",35)
(21,"P2_0",49)
(21,"P3_0",50)
(21,"P4_0",51)
(21,"P5_2",52)
(22,"P0_3",53)
(22,"P1_0",54)
(22,"P2_0",55)
(22,"P3_0",56)
(22,"P4_0",57)
(22,"P5_0",58)
(23,"P0_2",55)
(24,"P0_2",56)
(25,"P0_2",57)
(26,"P0_2",58)
(27,"P0_1",59)
(27,"P1_2",60)
(32,"P2_2",61)
(32,"P3_0",62)
(32,"P4_0",63)
(32,"P5_0",64)
(33,"P2_0",65)
(33,"P3_2",66)
(33,"P4_0",67)
(33,"P5_0",68)
(34,"P2_0",69)
(34,"P3_0",70)
(34,"P4_2",71)
(34,"P5_0",72)
(35,"P2_0",73)
(35,"P3_0",74)
(35,"P4_0",75)
(35,"P5_2",76)
(36,"P0_0",60)
(36,"P1_3",77)
(36,"P2_0",78)
(36,"P3_0",79)
(36,"P4_0",80)
(36,"P5_0",81)
(37,"P0_0",61)
(37,"P1_0",82)
(37,"P2_3",83)
(37,"P3_0",84)
(37,"P4_0",85)
(37,"P5_0",86)
(38,"P0_0",62)
(38,"P2_2",84)
(39,"P0_0",63)
(39,"P2_2",85)
(40,"P0_0",64)
(40,"P2_2",86)
(41,"P0_0",65)
(41,"P3_2",87)
(42,"P0_0",66)
(42,"P2_0",87)
(42,"P1_0",88)
(42,"P3_3",89)
(42,"P4_0",90)
(42,"P5_0",91)
