des(0,55280,11000)
(0,"AOPEN",1)
(0,"POPEN",2)
(0,"xAOPEN",3)
(0,"xPOPEN",4)
(1,"AOPEN",5)
(1,"POPEN",6)
(1,"xAOPEN",7)
(1,"xPOPEN",8)
(2,"SEND",1)
(2,"AOPEN",6)
(2,"POPEN",9)
(2,"xAOPEN",10)
(2,"xPOPEN",11)
(3,"AOPEN",7)
(3,"POPEN",10)
(3,"xAOPEN",12)
(3,"xPOPEN",13)
(4,"xSEND",3)
(4,"AOPEN",8)
(4,"POPEN",11)
(4,"xAOPEN",13)
(4,"xPOPEN",14)
(5,"AOPEN",15)
(5,"POPEN",16)
(5,"xAOPEN",17)
(5,"xPOPEN",18)
(6,"SEND",5)
(6,"AOPEN",16)
(6,"POPEN",19)
(6,"xAOPEN",20)
(6,"xPOPEN",21)
(7,"AOPEN",17)
(7,"POPEN",20)
(7,"rs1",22)
(7,"xAOPEN",23)
(7,"xPOPEN",24)
(7,"xrs1",25)
(8,"xSEND",7)
(8,"AOPEN",18)
(8,"POPEN",21)
(8,"xAOPEN",24)
(8,"xrs",25)
(8,"xPOPEN",26)
(9,"SEND",6)
(9,"AOPEN",19)
(9,"POPEN",27)
(9,"xAOPEN",28)
(9,"xPOPEN",29)
(10,"SEND",7)
(10,"AOPEN",20)
(10,"rs",22)
(10,"POPEN",28)
(10,"xAOPEN",30)
(10,"xPOPEN",31)
(11,"SEND",8)
(11,"xSEND",10)
(11,"AOPEN",21)
(11,"POPEN",29)
(11,"xAOPEN",31)
(11,"xPOPEN",32)
(12,"AOPEN",23)
(12,"POPEN",30)
(12,"xAOPEN",33)
(12,"xPOPEN",34)
(13,"xSEND",12)
(13,"AOPEN",24)
(13,"POPEN",31)
(13,"xAOPEN",34)
(13,"xPOPEN",35)
(14,"xSEND",13)
(14,"AOPEN",26)
(14,"POPEN",32)
(14,"xAOPEN",35)
(14,"xPOPEN",36)
(15,"xAOPEN",37)
(15,"xPOPEN",38)
(16,"SEND",15)
(16,"xAOPEN",39)
(16,"xPOPEN",40)
(17,"AOPEN",37)
(17,"POPEN",39)
(17,"rs1",41)
(17,"xAOPEN",42)
(17,"xPOPEN",43)
(17,"xrs1",44)
(18,"xSEND",17)
(18,"AOPEN",38)
(18,"POPEN",40)
(18,"xAOPEN",43)
(18,"xrs",44)
(18,"xPOPEN",45)
(19,"SEND",16)
(19,"xAOPEN",46)
(19,"xPOPEN",47)
(20,"SEND",17)
(20,"AOPEN",39)
(20,"rs",41)
(20,"POPEN",46)
(20,"rs1",48)
(20,"xAOPEN",49)
(20,"xPOPEN",50)
(20,"xrs1",51)
(21,"SEND",18)
(21,"xSEND",20)
(21,"AOPEN",40)
(21,"POPEN",47)
(21,"xAOPEN",50)
(21,"xrs",51)
(21,"xPOPEN",52)
(22,"AOPEN",41)
(22,"POPEN",48)
(22,"xAOPEN",53)
(22,"xPOPEN",54)
(22,"xrs1",55)
(22,"xrsa",56)
(23,"AOPEN",42)
(23,"POPEN",49)
(23,"rs1",53)
(23,"xAOPEN",57)
(23,"xPOPEN",58)
(23,"xrs1",59)
(24,"xSEND",23)
(24,"AOPEN",43)
(24,"POPEN",50)
(24,"rs1",54)
(24,"xAOPEN",58)
(24,"xrs",59)
(24,"xPOPEN",60)
(24,"xrs1",61)
(25,"AOPEN",44)
(25,"POPEN",51)
(25,"rs1",55)
(25,"xAOPEN",59)
(25,"xPOPEN",61)
(25,"rsa",62)
(26,"xSEND",24)
(26,"AOPEN",45)
(26,"POPEN",52)
(26,"xAOPEN",60)
(26,"xrs",61)
(26,"xPOPEN",63)
(27,"SEND",19)
(27,"xAOPEN",64)
(27,"xPOPEN",65)
(28,"SEND",20)
(28,"AOPEN",46)
(28,"rs",48)
(28,"POPEN",64)
(28,"xAOPEN",66)
(28,"xPOPEN",67)
(29,"SEND",21)
(29,"xSEND",28)
(29,"AOPEN",47)
(29,"POPEN",65)
(29,"xAOPEN",67)
(29,"xPOPEN",68)
(30,"SEND",23)
(30,"AOPEN",49)
(30,"rs",53)
(30,"POPEN",66)
(30,"xAOPEN",69)
(30,"xPOPEN",70)
(31,"SEND",24)
(31,"xSEND",30)
(31,"AOPEN",50)
(31,"rs",54)
(31,"POPEN",67)
(31,"xAOPEN",70)
(31,"xPOPEN",71)
(32,"SEND",26)
(32,"xSEND",31)
(32,"AOPEN",52)
(32,"POPEN",68)
(32,"xAOPEN",71)
(32,"xPOPEN",72)
(33,"AOPEN",57)
(33,"POPEN",69)
(34,"xSEND",33)
(34,"AOPEN",58)
(34,"POPEN",70)
(35,"xSEND",34)
(35,"AOPEN",60)
(35,"POPEN",71)
(36,"xSEND",35)
(36,"AOPEN",63)
(36,"POPEN",72)
(37,"rs1",73)
(37,"xAOPEN",74)
(37,"xPOPEN",75)
(37,"xrs1",76)
(38,"xSEND",37)
(38,"xAOPEN",75)
(38,"xrs",76)
(38,"xPOPEN",77)
(39,"SEND",37)
(39,"rs",73)
(39,"rs1",78)
(39,"xAOPEN",79)
(39,"xPOPEN",80)
(39,"xrs1",81)
(40,"SEND",38)
(40,"xSEND",39)
(40,"xAOPEN",80)
(40,"xrs",81)
(40,"xPOPEN",82)
(41,"AOPEN",73)
(41,"POPEN",78)
(41,"xAOPEN",83)
(41,"xPOPEN",84)
(41,"xrs1",85)
(41,"xrsa",86)
(42,"AOPEN",74)
(42,"POPEN",79)
(42,"rs1",83)
(42,"xAOPEN",87)
(42,"xPOPEN",88)
(42,"xrs1",89)
(43,"xSEND",42)
(43,"AOPEN",75)
(43,"POPEN",80)
(43,"rs1",84)
(43,"xAOPEN",88)
(43,"xrs",89)
(43,"xPOPEN",90)
(43,"xrs1",91)
(44,"AOPEN",76)
(44,"POPEN",81)
(44,"rs1",85)
(44,"xAOPEN",89)
(44,"xPOPEN",91)
(44,"rsa",92)
(45,"xSEND",43)
(45,"AOPEN",77)
(45,"POPEN",82)
(45,"xAOPEN",90)
(45,"xrs",91)
(45,"xPOPEN",93)
(46,"SEND",39)
(46,"rs",78)
(46,"rs1",94)
(46,"xAOPEN",95)
(46,"xPOPEN",96)
(46,"xrs1",97)
(47,"SEND",40)
(47,"xSEND",46)
(47,"xAOPEN",96)
(47,"xrs",97)
(47,"xPOPEN",98)
(48,"SEND",41)
(48,"AOPEN",78)
(48,"POPEN",94)
(48,"xAOPEN",99)
(48,"xPOPEN",100)
(48,"xrs1",101)
(48,"xrsa",102)
(49,"SEND",42)
(49,"AOPEN",79)
(49,"rs",83)
(49,"POPEN",95)
(49,"rs1",99)
(49,"xAOPEN",103)
(49,"xPOPEN",104)
(49,"xrs1",105)
(50,"SEND",43)
(50,"xSEND",49)
(50,"AOPEN",80)
(50,"rs",84)
(50,"POPEN",96)
(50,"rs1",100)
(50,"xAOPEN",104)
(50,"xrs",105)
(50,"xPOPEN",106)
(50,"xrs1",107)
(51,"SEND",44)
(51,"AOPEN",81)
(51,"rs",85)
(51,"POPEN",97)
(51,"rs1",101)
(51,"xAOPEN",105)
(51,"xPOPEN",107)
(51,"rsa",108)
(52,"SEND",45)
(52,"xSEND",50)
(52,"AOPEN",82)
(52,"POPEN",98)
(52,"xAOPEN",106)
(52,"xrs",107)
(52,"xPOPEN",109)
(53,"AOPEN",83)
(53,"POPEN",99)
(53,"xAOPEN",110)
(53,"xPOPEN",111)
(53,"xrs1",112)
(53,"xrsa",113)
(54,"xSEND",53)
(54,"AOPEN",84)
(54,"POPEN",100)
(54,"xAOPEN",111)
(54,"xrs",112)
(54,"xPOPEN",114)
(54,"xrs1",115)
(54,"xrsa",116)
(55,"xras",56)
(55,"ras",62)
(55,"AOPEN",85)
(55,"POPEN",101)
(55,"xAOPEN",112)
