des(0,25580,6152)
(0,"t1",1)
(0,"t9",2)
(1,"t1",3)
(1,"t10",4)
(1,"t9",5)
(2,"t1",5)
(2,"t2",6)
(2,"t9",7)
(3,"t1",8)
(3,"t10",9)
(3,"t9",10)
(4,"t1",9)
(4,"t13",11)
(4,"t3",12)
(4,"t9",13)
(5,"t1",10)
(5,"t10",13)
(5,"t12",14)
(5,"t2",15)
(5,"t4",16)
(5,"t9",17)
(6,"t11",12)
(6,"t1",15)
(6,"t5",18)
(6,"t9",19)
(7,"t1",17)
(7,"t2",19)
(7,"t9",20)
(8,"t10",21)
(8,"t9",22)
(9,"t1",21)
(9,"t10",23)
(9,"t13",24)
(9,"t3",25)
(9,"t9",26)
(10,"t1",22)
(10,"t10",26)
(10,"t12",27)
(10,"t2",28)
(10,"t4",29)
(10,"t9",30)
(11,"t1",24)
(11,"t3",31)
(11,"t9",32)
(12,"t1",25)
(12,"t13",31)
(12,"t5",33)
(12,"t9",34)
(13,"t1",26)
(13,"t13",32)
(13,"t3",34)
(13,"t2",35)
(13,"t4",36)
(13,"t9",37)
(14,"t4",12)
(14,"t1",27)
(14,"t13",38)
(14,"t2",39)
(14,"t9",40)
(15,"t11",25)
(15,"t1",28)
(15,"t10",35)
(15,"t12",39)
(15,"t5",41)
(15,"t9",42)
(16,"t12",12)
(16,"t1",29)
(16,"t10",36)
(16,"t5",43)
(16,"t9",44)
(17,"t1",30)
(17,"t10",37)
(17,"t12",40)
(17,"t2",42)
(17,"t4",44)
(17,"t9",45)
(18,"t11",33)
(18,"t1",41)
(18,"t9",46)
(19,"t11",34)
(19,"t1",42)
(19,"t5",46)
(19,"t2",47)
(19,"t9",48)
(20,"t1",45)
(20,"t2",48)
(21,"t10",49)
(21,"t13",50)
(21,"t3",51)
(21,"t9",52)
(22,"t10",52)
(22,"t12",53)
(22,"t4",54)
(22,"t9",55)
(23,"t1",49)
(23,"t13",56)
(23,"t3",57)
(23,"t9",58)
(24,"t1",50)
(24,"t10",56)
(24,"t3",59)
(24,"t9",60)
(25,"t1",51)
(25,"t10",57)
(25,"t13",59)
(25,"t5",61)
(25,"t9",62)
(26,"t1",52)
(26,"t10",58)
(26,"t13",60)
