des(0,72,41)
(0,"t0",1)
(1,"t0",2)
(1,"t1",3)
(1,"t2",4)
(2,"t1",5)
(2,"t2",6)
(3,"t0",5)
(3,"t3",7)
(3,"t4",8)
(4,"t0",6)
(4,"t3",9)
(5,"t1",10)
(5,"t2",11)
(5,"t3",12)
(5,"t4",13)
(6,"t1",11)
(6,"t3",14)
(7,"t0",12)
(7,"t5",15)
(8,"t0",13)
(9,"t0",14)
(9,"t5",16)
(10,"t3",17)
(10,"t4",18)
(11,"t3",19)
(12,"t1",17)
(12,"t2",19)
(12,"t5",20)
(13,"t1",18)
(13,"t2",21)
(14,"t1",19)
(14,"t5",22)
(15,"t6",0)
(15,"t0",20)
(16,"t0",22)
(16,"t6",23)
(17,"t3",24)
(17,"t4",25)
(17,"t5",26)
(18,"t3",25)
(18,"t4",27)
(19,"t3",28)
(19,"t5",29)
(20,"t6",1)
(20,"t1",26)
(20,"t2",29)
(21,"t3",30)
(22,"t1",29)
(22,"t6",31)
(23,"t0",31)
(24,"t5",32)
(25,"t5",33)
(26,"t6",3)
(26,"t3",32)
(26,"t4",33)
(28,"t5",34)
(29,"t6",4)
(29,"t3",34)
(30,"t5",35)
(31,"t1",4)
(31,"t0",36)
(32,"t6",7)
(32,"t5",37)
(33,"t6",8)
(34,"t6",9)
(34,"t5",38)
(35,"t6",39)
(36,"t1",6)
(37,"t6",15)
(38,"t6",16)
(39,"t0",40)
(40,"t1",21)
