des(0,449,191)
(0,"t6",1)
(1,"t10",2)
(2,"t3",3)
(2,"t5",4)
(3,"t16",5)
(3,"t5",6)
(4,"t3",6)
(4,"t21",7)
(5,"t12",8)
(5,"t5",9)
(6,"t16",9)
(6,"t21",10)
(7,"t3",10)
(7,"t17",11)
(8,"t1",12)
(8,"t21",13)
(9,"t21",14)
(10,"t16",14)
(11,"t0",15)
(11,"t16",16)
(12,"t21",17)
(12,"t7",18)
(13,"t1",17)
(13,"t10",19)
(13,"t20",20)
(14,"t10",21)
(14,"t14",22)
(14,"t19",23)
(15,"t16",24)
(15,"t7",25)
(16,"t0",24)
(16,"t10",26)
(16,"t15",27)
(17,"t10",28)
(17,"t7",29)
(18,"t21",29)
(19,"t1",28)
(19,"t18",30)
(19,"t3",31)
(19,"t5",32)
(20,"t2",15)
(20,"t11",30)
(20,"t7",33)
(21,"t12",32)
(21,"t17",34)
(21,"t3",35)
(21,"t5",36)
(22,"t8",32)
(22,"t1",37)
(22,"t20",38)
(22,"t4",39)
(23,"t11",34)
(23,"t15",38)
(23,"t0",40)
(23,"t2",41)
(24,"t10",42)
(24,"t7",43)
(25,"t16",43)
(26,"t3",34)
(26,"t0",42)
(26,"t13",44)
(26,"t5",45)
(27,"t4",12)
(27,"t8",44)
(27,"t7",46)
(28,"t3",47)
(28,"t5",48)
(28,"t7",49)
(29,"t10",49)
(29,"t19",50)
(30,"t7",3)
(30,"t16",51)
(30,"t5",52)
(31,"t1",47)
(31,"t16",53)
(31,"t5",54)
(32,"t1",48)
(32,"t18",52)
(32,"t3",54)
(33,"t11",3)
(33,"t2",25)
(34,"t13",52)
(34,"t0",55)
(34,"t5",56)
(35,"t12",54)
(35,"t5",57)
(36,"t17",56)
(36,"t3",57)
(37,"t8",48)
(37,"t4",58)
(37,"t7",59)
(38,"t2",60)
(38,"t4",61)
(38,"t7",62)
(38,"t9",63)
(39,"t1",58)
(39,"t20",61)
(40,"t11",55)
(40,"t2",64)
(40,"t7",65)
(41,"t15",60)
(41,"t0",64)
(42,"t3",55)
(42,"t5",66)
(42,"t7",67)
(43,"t10",67)
(43,"t14",68)
(44,"t7",4)
(44,"t3",52)
(44,"t21",69)
(45,"t3",56)
(45,"t0",66)
(45,"t21",70)
(46,"t8",4)
(46,"t4",18)
(47,"t16",71)
(47,"t5",72)
(47,"t7",73)
(48,"t3",72)
(48,"t7",74)
(49,"t3",73)
(49,"t5",74)
(49,"t17",75)
(50,"t2",11)
(50,"t0",20)
(50,"t11",75)
(51,"t7",5)
(51,"t5",76)
(52,"t7",6)
(52,"t16",76)
(52,"t21",77)
(53,"t1",71)
(53,"t20",78)
(53,"t5",79)
(54,"t1",72)
(54,"t16",79)
(55,"t5",80)
(55,"t7",81)
(56,"t0",80)
(56,"t21",82)
(58,"t7",83)
(59,"t8",74)
(59,"t4",83)
(59,"t19",84)
(60,"t4",52)
(60,"t16",85)
(60,"t7",86)
(61,"t2",52)
(61,"t21",87)
(61,"t7",88)
(62,"t2",86)
(62,"t4",88)
(62,"t9",89)
(63,"t7",89)
(63,"t21",90)
(64,"t7",91)
(65,"t11",81)
(65,"t2",91)
(65,"t14",92)
(66,"t3",80)
(66,"t21",93)
(66,"t7",94)
(67,"t3",81)
(67,"t5",94)
(67,"t12",95)
(68,"t4",8)
(68,"t1",27)
(68,"t8",95)
(69,"t7",7)
(69,"t3",77)
(70,"t3",82)
(70,"t0",93)
(70,"t15",96)
(71,"t5",97)
(71,"t7",98)
(72,"t16",97)
(72,"t7",99)
(73,"t16",98)
(73,"t5",99)
(74,"t3",99)
(74,"t17",100)
(75,"t0",30)
(75,"t5",100)
(75,"t16",101)
(76,"t7",9)
(76,"t21",102)
(77,"t7",10)
(77,"t16",102)
(78,"t2",55)
(78,"t5",103)
(78,"t7",104)
(79,"t1",97)
(79,"t20",103)
(80,"t21",105)
(80,"t7",106)
(81,"t5",106)
(81,"t12",107)
(82,"t0",105)
(82,"t15",108)
(83,"t19",109)
(84,"t0",38)
(84,"t4",109)
(84,"t2",110)
(84,"t9",111)
(85,"t8",66)
(85,"t4",76)
(85,"t7",112)
(86,"t4",6)
(86,"t16",112)
(87,"t11",47)
(87,"t2",77)
(87,"t7",113)
(88,"t2",6)
(88,"t21",113)
(89,"t21",114)
(90,"t7",114)
(91,"t14",115)
(92,"t1",38)
(92,"t2",115)
(92,"t4",116)
(92,"t9",117)
(93,"t3",105)
(93,"t7",118)
(94,"t3",106)
(94,"t21",118)
(95,"t1",44)
(95,"t3",107)
(95,"t21",119)
(96,"t4",48)
(96,"t3",108)
(96,"t7",120)
(97,"t7",121)
(98,"t12",39)
(98,"t5",121)
(98,"t19",122)
(99,"t16",121)
(100,"t0",52)
(100,"t16",123)
(100,"t21",124)
(101,"t13",12)
(101,"t0",51)
(101,"t5",123)
(102,"t7",14)
(102,"t10",125)
(103,"t2",80)
(103,"t21",126)
(103,"t7",127)
(104,"t2",81)
(104,"t12",116)
(104,"t5",127)
(105,"t7",128)
(106,"t21",128)
(107,"t1",52)
(107,"t16",129)
(107,"t21",130)
(108,"t4",72)
(108,"t16",131)
(108,"t7",132)
(109,"t0",61)
(109,"t2",100)
(109,"t21",133)
(110,"t0",60)
(110,"t4",100)
(110,"t16",134)
(111,"t0",63)
(111,"t21",135)
(112,"t4",9)
(112,"t8",94)
(113,"t2",10)
(113,"t11",73)
(115,"t1",60)
(115,"t4",107)
(115,"t16",136)
(116,"t1",61)
(116,"t2",107)
(116,"t21",137)
(117,"t1",63)
(117,"t21",138)
(118,"t17",41)
(118,"t3",128)
(118,"t14",139)
(119,"t18",15)
(119,"t1",69)
(119,"t3",130)
(120,"t4",74)
(120,"t17",110)
(120,"t3",132)
(121,"t19",140)
(122,"t2",34)
(122,"t13",61)
(122,"t0",78)
(122,"t5",140)
(123,"t0",76)
(123,"t21",141)
(124,"t0",77)
(124,"t16",141)
(125,"t7",21)
(125,"t3",142)
(125,"t5",143)
(126,"t2",105)
(126,"t11",142)
(126,"t7",144)
(127,"t2",106)
(127,"t21",144)
(128,"t14",145)
(129,"t1",76)
(129,"t21",146)
(130,"t1",77)
(130,"t16",146)
(131,"t4",97)
(131,"t8",143)
(131,"t7",147)
(132,"t4",99)
(132,"t16",147)
(133,"t0",87)
(133,"t2",124)
(133,"t11",148)
(134,"t8",45)
(134,"t0",85)
(134,"t4",123)
(135,"t0",90)
(136,"t1",85)
(136,"t4",129)
(136,"t8",149)
(137,"t11",31)
(137,"t1",87)
(137,"t2",130)
(138,"t1",90)
(139,"t4",32)
(139,"t18",60)
(139,"t1",96)
(139,"t3",145)
(140,"t2",56)
(140,"t0",103)
(140,"t21",150)
(141,"t15",37)
(141,"t0",102)
(141,"t10",151)
(142,"t7",35)
(142,"t5",152)
(143,"t7",36)
(143,"t3",152)
(144,"t11",35)
(144,"t2",128)
(144,"t14",153)
(145,"t4",54)
(145,"t1",108)
(145,"t16",154)
(146,"t20",40)
(146,"t1",102)
(146,"t10",155)
(147,"t8",36)
(147,"t4",121)
(147,"t19",156)
(148,"t0",47)
(148,"t16",157)
(148,"t5",158)
(149,"t1",66)
(149,"t21",159)
(149,"t3",160)
(150,"t2",82)
(150,"t0",126)
(150,"t11",161)
(150,"t15",162)
(151,"t13",48)
(151,"t0",125)
(151,"t3",161)
(151,"t5",163)
(152,"t7",57)
(153,"t2",145)
(153,"t1",162)
(153,"t4",164)
(153,"t9",165)
(154,"t4",79)
(154,"t1",131)
(154,"t20",166)
(154,"t8",167)
(155,"t18",55)
(155,"t1",125)
(155,"t5",167)
(155,"t3",168)
(156,"t4",140)
(156,"t0",166)
(156,"t2",169)
(156,"t9",170)
(157,"t13",58)
(157,"t0",71)
(157,"t5",171)
(158,"t0",72)
(158,"t16",171)
(159,"t18",64)
(159,"t1",93)
(159,"t3",172)
(160,"t1",80)
(160,"t21",172)
(161,"t13",72)
(161,"t0",142)
(161,"t5",173)
(162,"t2",108)
(162,"t4",174)
(162,"t7",175)
(162,"t9",176)
(163,"t0",143)
(163,"t3",173)
(164,"t2",54)
(164,"t1",174)
(165,"t1",176)
(166,"t4",103)
